site,sid,leaktype,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
S-4885025022,S-0359369085144612,other,3,156,11,19,29,5,11,19,26,13,5,5,13,5,8,5,5,5,8,5,5,5,5,5,11,340
S-4573025028,S-0359369085190839,other,2,11,4,5,4,5,4,5,4,4,5,4,5,5,5,4,4,5,4,5,4,4,7,5,5,240
S-4673025027,S-0359369085219521,other,2,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,4,4,240
S-4673025027,S-0359369085176465,other,4,66,5,5,4,4,5,4,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,250
S-4885025022,S-0359369085182794,other,13,31,6,5,5,5,3,5,3,5,3,3,3,3,5,3,5,3,5,5,3,5,3,3,3,110
S-4673025027,S-0359369085143192,other,0,79,13,7,7,10,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,270
S-2711010100,S-0359369084047014,other,2,43,12,7,2,5,5,2,2,5,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,260
S-4677025029,S-0359369081377166,other,5,32,5,7,5,12,7,7,5,7,9,9,7,5,7,5,7,7,7,5,5,7,7,9,7,420
S-4721011100,S-0359369084144530,other,16,31,7,7,6,5,6,5,6,5,4,7,5,7,6,6,5,5,6,5,5,6,5,5,5,300
S-4677025028,S-0359369084288048,other,3,374,4,4,4,4,4,4,6,4,4,4,6,4,4,4,6,4,6,4,6,6,4,4,6,310
S-4677025033,S-0359369081366037,other,3,72,5,6,5,5,5,5,5,5,5,5,5,3,5,5,5,6,5,5,5,5,5,6,5,360
S-4885025022,S-0359369085192819,other,0,388,17,41,91,3,17,11,14,0,8,8,3,3,0,0,0,0,0,0,0,3,0,0,0,320
S-4772025022,S-0359369084113568,other,4,228,5,4,5,5,4,5,5,4,6,5,6,5,5,5,4,5,6,6,6,5,5,5,6,310
S-4885025022,S-0359369085144612,other,3,106,3,9,14,3,3,9,9,3,0,3,3,9,3,0,3,3,3,3,3,3,3,3,3,340
S-4885025022,S-0359369084032206,other,2,47,7,4,4,4,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,260
S-4677025028,S-0359369084275243,other,3,241,6,7,14,4,4,6,4,4,4,3,6,4,4,4,4,4,6,4,4,4,4,6,4,340
S-4673025027,S-0359369085139273,other,0,30,9,3,3,3,3,3,3,3,3,0,3,0,3,0,0,0,0,3,0,3,0,3,3,250
S-4677025033,S-0359369081366037,other,3,80,6,6,5,7,7,6,5,6,6,5,5,5,6,6,7,6,6,7,6,6,6,5,6,360
S-4885025022,S-0359369085097745,other,3,46,6,6,7,4,4,4,4,6,4,4,4,3,4,3,3,4,4,3,4,3,4,4,4,360
S-4372025021,S-0359369085158232,other,7,14,7,2,5,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,5,250
S-4885025022,S-0359369085186811,other,5,89,11,16,16,5,5,5,5,5,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,280
S-4677025033,S-0359369083950960,other,0,18,0,3,0,0,0,3,0,3,0,0,3,3,0,3,3,0,3,0,3,3,0,3,0,410
S-4673025027,S-0359369085087449,other,4,7,6,5,5,6,6,5,5,5,5,6,5,5,5,6,5,6,5,6,5,6,6,6,5,240
S-4772025022,S-0359369084110820,other,4,158,6,7,7,4,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,330
S-4372025021,S-0359369085176598,other,3,105,5,5,4,5,4,4,5,4,5,4,4,4,5,4,5,5,5,4,5,5,5,4,5,290
S-4677025028,S-0359369084287271,other,10,27,6,4,4,4,6,4,4,6,4,3,4,4,4,4,6,3,6,4,4,6,4,4,4,390
S-4885025022,S-0359369085095020,other,22,174,29,29,24,22,17,24,22,24,24,22,44,27,24,21,21,24,25,67,73,40,32,22,32,260
S-4677025029,S-0359369081333177,other,2,9,4,4,4,7,9,4,4,4,4,2,2,2,2,2,2,4,2,2,4,2,4,4,2,480
S-4793025022,S-0359369085860878,other,4,8,4,4,5,4,4,5,5,4,5,5,7,5,5,5,5,4,4,5,4,5,5,5,5,230
S-4677025028,S-0359369084262720,other,4,31,6,6,5,5,5,6,5,6,5,4,5,5,6,6,6,6,7,7,8,6,6,6,6,380
S-4793025022,S-0359369085711725,other,2,31,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,250
S-4885025022,S-0359369085164081,other,3,57,8,8,11,5,3,5,5,5,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,360
S-4885025022,S-0359369085182794,other,19,22,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,120
S-4885025022,S-0359369085138291,other,4,73,19,8,4,15,4,4,4,15,4,4,15,4,4,4,4,8,4,8,8,8,4,4,8,270
S-4793025022,S-0359369085859722,other,3,13,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,6,4,4,4,250
S-4885025022,S-0359369085094494,other,3,90,19,5,5,11,3,3,0,3,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,280
S-4885025022,S-0359369085094932,other,6,251,51,43,27,16,14,10,9,7,9,7,6,10,4,4,6,7,6,17,9,9,4,4,4,280
S-4793025022,S-0359369085168876,other,5,19,6,6,6,6,6,6,6,6,6,5,6,8,6,5,7,6,6,6,5,6,8,9,7,260
S-4573025028,S-0359369085146146,other,8,59,31,14,11,14,8,8,8,11,8,8,6,6,6,6,6,3,6,6,6,6,6,6,6,260
S-4885025022,S-0359369085182398,other,17,48,17,14,12,14,14,17,17,14,14,17,22,17,14,14,12,12,14,17,12,22,29,19,14,230
S-4793025022,S-0359369085168876,other,4,15,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,7,260
S-4885025022,S-0359369085144158,other,13,138,22,22,20,15,37,20,15,18,15,18,22,18,18,13,18,15,18,20,26,55,77,51,35,270
S-4682025024,S-0359369085696439,other,6,49,12,9,9,9,9,12,12,12,12,12,6,9,9,6,6,6,9,9,6,18,21,12,9,250
S-4673025027,S-0359369085143192,other,3,116,18,5,5,10,3,3,3,3,3,0,0,3,3,3,3,0,0,3,3,0,0,3,3,280
S-4677025028,S-0359369083970190,other,4,15,6,5,5,5,5,6,5,6,5,6,6,5,5,5,5,4,6,5,5,6,6,6,6,400
S-4772025022,S-0359369084106570,other,22,30,22,22,24,22,15,19,22,19,24,19,17,24,17,17,19,24,87,26,28,28,24,19,32,410
S-4573025028,S-0359369085097737,other,4,5,4,6,5,5,5,5,5,5,5,7,5,5,5,6,5,6,6,5,5,4,6,7,5,240
S-4677025033,S-0359369081366037,other,3,53,5,5,5,5,5,5,5,5,5,5,6,4,6,4,6,5,6,5,5,5,6,5,6,360
S-4413110100,S-0359369084116843,other,5,38,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,370
S-4677025033,S-0359369081372670,other,5,11,6,5,5,6,5,6,5,5,5,5,5,6,5,5,5,6,26,8,8,5,6,6,6,390
S-4372025021,S-0359369085176598,other,3,39,7,5,5,5,5,5,4,5,4,5,5,4,7,5,5,4,5,5,5,5,5,5,5,290
S-4687025030,S-0359369085177745,other,3,18,3,3,5,5,5,3,5,5,3,5,5,5,5,3,5,3,5,5,5,3,5,5,5,250
S-4793025022,S-0359369085084925,other,3,20,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,5,5,5,5,5,5,260
S-4673025027,S-0359369085219521,other,4,11,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,240
S-4784025026,S-0359369085142863,other,14,46,20,20,17,20,17,17,17,14,17,14,23,17,17,17,14,14,23,23,29,78,116,32,20,250
S-4677025033,S-0359369083953246,other,3,124,33,8,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,290
S-4885025022,S-0359369085144158,other,12,149,25,22,18,16,29,18,16,20,16,14,25,18,18,18,14,14,16,22,25,61,61,47,29,270
S-4885025022,S-0359369085129563,other,11,134,14,22,36,17,14,22,25,20,14,11,17,14,14,14,17,17,48,17,14,14,14,17,20,350
S-4372025021,S-0359369085189039,other,4,12,5,4,4,4,4,4,5,4,5,4,4,5,5,5,4,4,4,4,4,4,4,5,5,380
S-2711010100,S-0359369084047014,other,2,29,12,8,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,260
S-4725010101,S-0359369081388759,other,2,119,19,24,39,2,10,22,19,7,2,5,10,2,2,2,2,2,2,2,2,2,2,2,2,340
S-2711010100,S-0359369085220404,other,0,75,15,4,4,11,0,0,0,11,0,0,8,0,0,0,0,4,0,4,4,0,0,0,8,270
S-4413110100,S-0359369084116843,other,4,27,5,6,4,7,5,6,5,5,5,5,5,6,5,4,5,6,5,6,6,6,5,5,7,390
S-4673025027,S-0359369085087449,other,0,43,3,3,3,3,10,16,13,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4885025022,S-0359369085188320,other,16,40,20,18,20,16,22,24,26,26,28,26,28,38,22,22,16,16,22,36,71,75,79,30,28,260
S-4673025027,S-0359369085161442,other,0,112,20,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
S-4793025022,S-0359369085866727,other,3,13,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,6,4,6,6,250
S-4885025022,S-0359369085138291,other,4,68,23,11,4,15,4,4,4,15,4,4,15,4,4,4,4,8,4,8,11,8,8,4,11,270
S-4885025022,S-0359369085182794,other,12,20,5,4,4,4,4,4,4,4,4,2,4,4,5,5,4,4,4,4,4,5,4,4,4,120
S-4793025022,S-0359369085859722,other,2,15,2,2,2,2,2,4,4,2,2,2,4,2,2,2,4,2,2,2,4,4,2,4,2,240
S-4885025022,S-0359369085220495,other,5,33,8,8,8,85,14,8,5,5,11,11,19,5,8,8,5,22,8,5,8,5,8,16,14,470
S-4682025024,S-0359369085689376,other,5,20,2,5,7,2,5,5,7,5,7,5,52,5,2,2,2,2,2,5,2,5,5,12,5,240
S-4687025030,S-0359369085177745,other,2,23,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,5,2,2,2,5,5,5,250
S-4673025027,S-0359369085154603,other,6,108,25,19,15,15,9,6,9,9,3,6,9,3,3,3,3,3,3,3,3,3,3,3,6,270
S-4372025021,S-0359369085122196,other,5,7,5,5,5,6,6,6,6,5,6,6,5,5,6,5,6,6,3,6,5,6,6,6,5,240
S-4886025023,S-0359369085093447,other,6,40,12,14,8,4,4,4,4,2,4,4,2,2,2,2,2,2,2,4,2,2,2,4,2,270
S-4682025024,S-0359369085768170,other,10,41,16,19,18,11,15,18,22,12,12,14,15,14,25,18,10,12,16,29,44,348,254,48,18,260
S-4677025029,S-0359369081312742,other,2,27,8,8,6,6,4,4,4,5,5,4,6,5,5,5,6,5,5,6,6,4,6,4,5,370
S-4372025021,S-0359369085189039,other,3,21,5,3,5,3,5,5,5,3,5,3,5,5,5,3,17,9,5,5,5,5,3,5,5,380
S-4372025021,S-0359369085145411,other,4,7,3,4,4,4,4,3,3,6,6,4,4,4,3,4,4,4,4,3,4,4,4,4,4,250
S-4793025022,S-0359369085866412,other,3,17,4,4,3,4,4,6,6,4,4,4,4,6,4,6,3,3,4,4,6,6,6,4,6,240
S-4677025028,S-0359369084262720,other,3,34,6,5,5,7,7,5,5,6,7,6,6,6,6,6,6,5,6,7,6,5,6,5,6,370
S-4772025022,S-0359369084113931,other,4,8,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,4,5,420
S-4677025029,S-0359369081312742,other,4,21,6,6,5,6,6,6,6,5,5,6,5,5,5,4,6,5,5,6,6,6,6,6,4,370
S-4885025022,S-0359369085097745,other,2,93,7,11,16,4,5,5,5,7,4,4,4,4,2,4,2,4,2,2,4,2,2,4,2,350
S-4673025027,S-0359369085154603,other,7,122,31,19,14,17,7,5,5,14,5,5,5,2,2,0,0,0,2,2,2,2,2,2,2,260
S-4573025028,S-0359369085190839,other,3,9,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,6,5,5,5,240
S-4721011100,S-0359369084144530,other,33,37,6,4,4,4,7,4,6,4,4,6,6,6,6,4,4,4,4,6,6,4,4,6,6,60
S-4772025022,S-0359369084105440,other,3,12,5,4,4,5,5,4,5,5,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,420
S-4677025028,S-0359369083970190,other,4,12,6,5,6,5,5,5,5,6,5,6,6,6,5,6,5,5,6,6,5,5,6,7,6,420
S-2711010100,S-0359369085220404,other,0,71,16,6,3,12,3,0,0,9,0,3,9,0,0,3,0,3,3,6,6,0,3,0,6,270
S-4372025021,S-0359369085189039,other,3,10,5,5,5,6,6,4,5,5,5,5,4,5,5,5,5,6,5,6,5,6,4,5,6,380
S-4372025021,S-0359369085143168,other,14,114,29,32,29,15,14,12,14,11,8,7,7,6,4,3,4,3,4,4,3,4,4,4,4,350
S-4721011100,S-0359369084144530,other,40,55,10,7,5,2,7,2,5,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,60
S-4677025029,S-0359369081376002,other,13,14,15,12,13,12,12,16,15,17,14,17,15,19,29,22,39,60,105,142,122,87,80,68,48,4130
S-4885025022,S-0359369085130306,other,8,23,4,4,8,4,4,4,4,4,8,8,16,27,12,12,23,16,12,12,12,12,12,8,4,3570
S-4673025027,S-0359369085161442,other,0,29,3,3,0,3,0,0,3,7,0,0,3,0,0,3,0,3,0,0,0,3,3,0,0,270
S-4573025028,S-0359369085155014,other,0,67,7,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
S-4677025029,S-0359369081312270,other,4,25,6,5,5,5,6,6,6,6,5,6,5,6,7,6,7,6,5,7,5,7,5,5,6,280
S-4677025028,S-0359369084275243,other,4,94,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,7,7,6,6,6,5,6,5,330
S-4372025021,S-0359369085143168,other,11,122,27,26,35,14,14,14,14,11,6,5,6,5,3,3,3,3,3,3,3,3,3,3,3,360
S-4885025022,S-0359369085151328,other,3,42,3,5,5,17,7,3,3,5,9,9,3,3,3,2,3,3,3,3,3,3,3,3,3,440
S-4793025022,S-0359369085675482,other,0,35,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,4,4,4,0,240
S-4721011100,S-0359369084144530,other,11,24,8,7,5,5,6,5,7,6,4,7,4,6,6,5,6,5,5,5,6,6,5,5,5,300
S-4682025024,S-0359369085688386,other,2,38,7,2,2,2,2,5,5,5,5,5,2,2,2,0,2,2,2,2,0,2,0,0,0,250
S-4885025022,S-0359369085155915,other,0,165,29,17,10,10,2,2,0,2,0,0,0,2,2,2,2,2,2,2,2,0,2,2,2,280
S-4372025021,S-0359369085122196,other,4,6,5,6,5,6,5,6,5,6,5,6,5,5,5,6,7,5,7,7,7,6,6,7,6,240
S-4885025022,S-0359369085094932,other,4,297,63,31,24,20,9,7,7,9,4,4,4,2,2,2,2,2,0,2,2,2,0,2,2,290
S-4772025022,S-0359369084105440,other,4,8,5,5,6,5,5,5,5,5,5,5,5,4,5,6,5,5,5,5,5,5,6,5,5,420
S-4772025022,S-0359369084113196,other,6,16,6,6,6,6,6,7,6,8,7,8,7,8,6,6,6,8,10,10,9,7,7,8,9,360
S-4677025029,S-0359369081333177,other,2,63,7,5,5,5,3,3,3,5,2,2,3,3,3,2,2,3,3,3,2,3,3,3,3,360
S-4372025021,S-0359369085143168,other,14,147,30,33,26,13,11,11,11,10,6,4,6,4,3,3,3,3,3,3,3,3,3,3,3,340
S-4885025022,S-0359369085192819,other,0,319,11,34,76,3,14,8,8,0,6,6,0,0,3,0,0,0,0,0,0,3,0,3,0,330
S-4372025021,S-0359369085156194,other,10,52,10,12,10,10,10,10,7,15,10,12,22,17,12,10,10,7,20,10,12,17,17,47,15,260
S-4677025033,S-0359369081372670,other,4,9,6,6,5,6,6,5,6,6,6,5,6,6,5,5,6,5,5,7,6,6,5,5,7,390
S-4372025021,S-0359369085156194,other,5,51,8,5,5,5,5,5,5,8,8,8,15,10,8,8,5,5,8,5,8,21,21,28,10,260
S-4673025027,S-0359369085143192,other,0,67,16,6,3,13,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,280
S-4772025022,S-0359369084110820,other,3,186,12,17,24,5,5,3,3,3,3,3,3,3,2,3,3,3,5,3,3,3,3,3,5,320
S-4682025024,S-0359369085734578,other,16,62,23,26,16,16,23,20,23,16,39,33,33,46,20,20,16,16,16,16,16,23,13,20,16,270
S-4677025033,S-0359369081372670,other,5,9,5,6,6,6,6,6,6,6,6,6,6,7,6,6,7,6,6,5,5,6,7,6,5,390
S-4885025022,S-0359369085095020,other,19,130,26,21,19,19,17,21,19,28,21,21,41,26,23,23,23,21,30,53,75,38,41,28,30,250
S-4372025021,S-0359369085122196,other,4,7,6,6,5,6,5,6,6,6,6,6,5,6,5,6,5,6,5,6,5,6,7,6,6,240
S-4677025033,S-0359369083953394,other,4,25,7,6,6,6,6,6,6,5,5,6,5,5,3,6,5,5,5,5,6,6,6,4,5,360
S-4885025022,S-0359369085095020,other,23,196,33,28,25,19,22,19,26,23,25,22,50,33,31,23,22,23,31,48,58,36,34,25,26,260
S-4677025033,S-0359369081366037,other,2,89,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,6,360
S-4573025028,S-0359369085123798,other,2,31,13,8,6,6,6,8,8,6,6,8,6,4,4,4,4,4,4,4,4,4,6,4,4,250
S-4793025022,S-0359369085860878,other,4,7,5,5,5,5,6,7,5,5,5,5,5,6,6,5,6,6,5,6,5,6,6,6,5,230
S-4372025021,S-0359369085121537,other,2,15,4,2,4,2,2,4,4,4,4,4,4,4,2,4,2,2,4,4,4,4,4,4,6,240
S-4886025023,S-0359369085185193,other,11,147,30,27,24,21,16,18,18,19,16,14,13,21,13,11,14,13,16,14,13,16,14,18,18,370
S-4677025029,S-0359369081310084,other,4,8,6,5,7,7,5,5,6,5,5,6,5,7,7,7,6,5,6,6,5,7,6,6,7,430
S-4677025028,S-0359369084264262,other,10,12,11,13,12,23,32,33,37,48,223,190,75,39,20,20,13,16,12,11,10,13,12,13,13,2200
S-4682025024,S-0359369085870067,other,0,54,11,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,270
S-4885025022,S-0359369085159123,other,2,86,5,9,16,2,2,5,5,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,350
S-4677025033,S-0359369081374601,other,9,69,19,16,16,13,13,16,13,22,13,9,9,9,9,9,13,13,28,13,16,13,16,9,19,360
S-4687025030,S-0359369085177745,other,2,22,4,4,2,2,2,4,4,2,2,4,2,4,2,2,2,2,4,2,2,2,2,2,2,250
S-4372025021,S-0359369085146757,other,19,35,19,19,81,12,4,8,12,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0,250
S-4793025022,S-0359369085714042,other,2,27,4,4,4,4,6,6,6,6,6,6,6,6,4,2,4,4,6,27,29,35,27,12,6,260
S-4885025022,S-0359369085094494,other,2,72,12,4,2,6,4,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,4,2,2,280
S-4677025028,S-0359369084276118,other,5,7,7,7,5,9,9,14,12,14,28,28,59,110,19,19,9,7,7,7,7,7,7,7,7,2620
S-4885025022,S-0359369085132427,other,0,59,3,7,10,3,3,3,3,16,3,0,3,10,0,3,3,3,0,7,7,3,3,3,3,380
S-4682025024,S-0359369085734578,other,26,31,38,24,31,46,40,41,34,46,34,57,43,53,98,43,48,33,33,27,41,38,29,27,34,4240
S-4573025028,S-0359369085146062,other,17,27,16,20,19,15,16,14,19,20,19,21,42,28,57,30,19,12,25,38,42,118,165,103,49,4750
S-4725010101,S-0359369081388759,other,2,102,17,30,45,5,10,22,25,12,5,5,10,2,2,2,2,2,2,2,2,2,2,2,2,340
S-4677025028,S-0359369084275243,other,3,155,5,9,12,3,3,5,3,5,3,5,5,3,3,3,3,3,3,3,3,5,3,3,3,340
S-4677025029,S-0359369081312742,other,4,19,6,5,5,5,5,5,5,6,5,6,6,6,5,6,6,5,6,5,6,6,6,6,5,370
S-4885025022,S-0359369085188809,other,11,258,35,45,67,16,21,21,24,21,16,16,24,21,13,13,24,19,48,13,13,16,19,16,16,320
S-4677025033,S-0359369083953246,other,3,113,43,6,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,290
S-4682025024,S-0359369085688766,other,3,53,8,8,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,270
S-4677025033,S-0359369083952271,other,19,39,23,23,29,26,23,24,24,27,24,24,22,34,20,19,28,36,173,72,59,45,43,37,28,370
S-4372025021,S-0359369085156194,other,11,51,13,11,11,11,11,8,8,13,15,15,25,23,15,13,8,8,21,13,11,32,25,55,13,260
S-4573025028,S-0359369085146278,other,0,60,13,6,3,3,3,3,3,3,3,3,0,0,3,0,3,0,3,3,0,3,0,3,0,250
S-4677025029,S-0359369081312742,other,2,27,7,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,370
S-4677025033,S-0359369083950960,other,3,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,410
S-4682025024,S-0359369085689376,other,8,28,8,8,8,8,6,11,11,14,11,11,31,11,11,6,6,6,8,6,8,14,14,84,8,240
S-4677025029,S-0359369081377166,other,4,40,6,6,6,13,6,4,6,6,13,8,4,6,4,4,2,4,6,6,4,6,6,4,6,420
S-4772025022,S-0359369084105440,other,3,10,5,5,6,5,4,4,4,5,4,4,6,5,6,4,5,5,5,5,6,5,6,6,5,410
S-4772025022,S-0359369084112875,other,2,69,7,5,4,5,4,4,4,4,4,4,4,4,2,4,4,4,2,2,4,4,4,4,4,280
S-4793025022,S-0359369085867584,other,3,11,6,4,4,4,4,4,6,6,4,6,4,4,6,6,6,4,6,4,6,6,6,4,6,240
S-4673025027,S-0359369085152375,other,4,39,5,5,4,4,4,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,5,4,5,260
S-4677025029,S-0359369081310084,other,2,13,3,5,3,5,5,3,3,3,5,3,5,5,3,5,5,5,7,5,3,3,5,3,5,420
S-4728010101,S-0359369085248835,other,4,37,5,5,6,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,4,6,5,5,5,280
S-4885025022,S-0359369085127534,other,12,24,16,19,15,30,27,39,34,22,16,19,31,36,16,18,21,15,24,59,104,140,111,37,16,4660
S-4677025028,S-0359369084262720,other,4,23,6,6,5,6,7,7,7,6,7,7,6,7,6,7,6,7,6,7,7,6,6,6,6,360
S-4372025021,S-0359369085143168,other,10,156,27,30,33,10,9,10,10,8,5,5,4,4,3,3,3,3,4,3,3,3,3,4,3,340
S-4772025022,S-0359369084112784,other,21,36,22,24,21,21,15,18,18,21,30,29,24,104,16,19,15,18,33,30,30,20,21,20,46,2710
S-4372025021,S-0359369085176598,other,3,56,4,5,5,5,5,4,4,4,5,5,5,4,5,7,5,7,7,5,5,5,4,5,7,290
S-4673025027,S-0359369085139273,other,3,43,21,6,6,6,3,6,9,6,6,3,3,6,3,3,3,0,3,3,3,3,6,3,3,250
S-4885025022,S-0359369085094932,other,4,332,55,30,20,14,7,4,5,4,4,4,2,4,2,2,2,2,2,2,2,2,4,2,2,280
S-4677025028,S-0359369084288329,other,0,120,6,24,21,3,3,15,18,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,340
S-4885025022,S-0359369085138291,other,4,70,15,7,7,15,4,4,4,15,4,4,11,4,4,4,4,7,4,7,7,7,7,4,11,270
S-4573025028,S-0359369085144976,other,10,11,11,15,15,15,20,14,17,17,31,27,38,90,80,60,26,21,20,13,14,12,13,14,11,2910
S-4677025033,S-0359369081322261,other,3,8,5,4,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,7,390
S-4372025021,S-0359369085176598,other,3,51,5,6,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,6,4,6,6,290
S-4772025022,S-0359369084117650,other,3,27,4,4,4,4,4,4,3,3,4,4,4,6,3,4,4,4,10,6,6,4,6,6,4,420
S-4573025028,S-0359369085146146,other,10,74,35,16,13,16,10,10,10,13,6,10,10,6,6,3,3,3,6,6,6,6,6,6,6,260
S-4677025029,S-0359369081312742,other,3,42,9,6,5,5,3,5,3,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,370
S-4885025022,S-0359369085106124,other,5,318,22,31,27,7,14,7,7,10,10,7,10,12,7,12,10,14,12,48,29,17,17,7,22,320
S-4372025021,S-0359369085145411,other,4,13,6,4,4,4,6,6,4,4,2,4,4,4,4,4,4,6,4,6,4,7,7,6,4,250
S-4885025022,S-0359369085187009,other,3,328,10,18,29,3,5,6,6,5,3,3,3,2,3,2,3,2,3,3,2,3,2,3,3,320
S-4413110100,S-0359369084116843,other,3,44,4,6,4,6,6,6,3,6,6,4,6,4,4,4,6,6,6,6,6,6,6,7,6,360
S-4885025022,S-0359369085169858,other,25,51,18,20,25,16,20,22,18,20,20,25,25,22,27,22,16,18,27,25,27,27,25,42,22,250
S-4885025022,S-0359369085188320,other,21,45,19,17,17,17,21,19,17,26,21,21,19,28,21,19,17,19,24,28,50,61,50,28,26,260
S-4885025022,S-0359369085127146,other,0,127,42,17,11,40,3,0,3,6,3,0,3,3,3,3,0,0,3,3,3,0,3,3,3,280
S-4772025022,S-0359369084113196,other,4,15,6,6,5,5,6,5,5,6,6,5,6,4,5,4,5,5,7,6,6,6,6,5,6,360
S-4885025022,S-0359369085151328,other,3,40,5,3,7,14,5,3,3,3,7,5,3,3,3,2,3,3,3,2,2,3,3,3,3,440
S-4784025026,S-0359369085181903,other,4,5,6,7,6,5,6,6,7,6,7,7,6,8,6,7,20,21,55,15,13,10,8,7,5,4150
S-4682025024,S-0359369085704233,other,2,22,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,250
S-4413110100,S-0359369084113857,other,21,31,25,20,21,36,40,29,29,29,21,21,25,26,29,29,23,34,154,50,42,30,37,42,21,4320
S-4677025028,S-0359369084274766,other,5,45,5,7,15,10,7,7,7,15,10,7,7,5,5,5,2,5,10,5,5,5,7,5,5,370
S-4885025022,S-0359369085127146,other,0,208,119,28,11,17,6,3,0,3,3,0,3,3,3,3,0,0,0,0,3,3,3,0,0,290
S-4677025033,S-0359369081366037,other,4,90,5,5,7,5,5,4,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,360
S-4580025039,S-0359369083347373,other,3,17,25,13,6,4,7,6,6,4,6,4,4,4,4,4,4,4,6,6,4,4,4,4,4,390
S-4677025033,S-0359369083953246,other,2,133,31,10,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,290
S-4677025033,S-0359369081379030,other,4,21,6,6,6,6,6,5,6,5,6,5,6,5,6,5,6,7,8,5,5,7,6,6,6,390
S-4673025027,S-0359369085152375,other,2,26,5,3,5,5,3,5,3,5,3,3,3,3,3,5,5,3,3,3,5,5,5,5,5,260
S-4573025028,S-0359369085194948,other,0,23,3,3,3,3,3,6,9,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,240
S-4372025021,S-0359369085158232,other,22,35,8,10,6,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,260
S-4772025022,S-0359369084117650,other,3,23,4,4,5,4,4,4,5,4,4,4,4,5,4,5,4,4,4,4,4,4,5,5,4,420
