site,sid,leaktype,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
S-4372025021,S-0359369085085856,noise,4,6,6,5,5,5,6,6,7,6,6,6,5,5,5,6,6,7,6,7,6,7,7,6,6,240
S-4793025022,S-0359369085715072,noise,2,34,2,2,2,5,2,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,240
S-4673025027,S-0359369085702948,noise,8,44,6,6,6,7,7,7,8,8,7,8,7,9,6,7,7,7,9,11,10,11,9,9,8,250
S-4372025021,S-0359369085188908,noise,4,20,4,6,6,4,4,4,6,6,4,4,6,4,4,4,6,4,6,4,6,4,6,6,4,360
S-4673025027,S-0359369085166276,noise,3,8,5,5,5,5,5,5,5,5,5,5,5,6,5,5,3,5,6,5,5,6,6,5,5,240
S-4372025021,S-0359369085120042,noise,48,32,11,5,5,3,5,5,8,5,3,11,5,5,5,3,3,3,5,5,5,11,8,5,5,60
S-4793025022,S-0359369085715072,noise,0,28,0,0,0,0,0,4,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4372025021,S-0359369085177992,noise,6,70,19,13,13,10,10,6,6,3,3,6,3,3,6,3,10,3,26,19,10,3,3,6,10,350
S-4673025027,S-0359369085117394,noise,20,86,20,18,18,10,8,8,8,8,8,8,5,5,0,3,3,0,0,3,3,3,0,0,0,260
S-4728010101,S-0359369085288617,noise,9,128,46,26,12,43,12,9,9,9,9,9,9,9,12,9,9,6,12,9,9,14,12,12,9,290
S-4886025023,S-0359369085185607,noise,3,60,15,6,3,15,3,3,3,3,3,3,3,3,3,3,3,12,3,3,3,3,0,3,3,270
S-4793025022,S-0359369085863757,noise,3,14,4,6,4,4,6,6,6,4,4,6,4,6,7,4,4,6,6,6,6,6,6,6,6,280
S-4372025021,S-0359369085142590,noise,2,155,8,13,15,13,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,330
S-4677025028,S-0359369083976205,noise,11,174,18,21,32,14,14,14,18,23,11,14,23,9,16,14,55,9,44,48,55,14,11,14,48,330
S-4677025028,S-0359369084275144,noise,5,42,6,5,5,6,6,5,6,5,4,6,5,6,6,7,5,6,6,6,6,6,5,5,5,340
S-4784025026,S-0359369085183263,noise,7,45,11,8,9,5,5,4,4,5,4,4,4,4,5,5,4,5,4,4,4,5,4,4,5,170
S-4413110100,S-0359369084647912,noise,4,18,4,4,4,9,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,420
S-4372025021,S-0359369085082788,noise,0,14,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,250
S-4784025026,S-0359369085191688,noise,9,77,21,18,15,9,12,9,12,9,9,6,9,3,3,3,3,3,3,3,6,3,6,3,3,260
S-4677025028,S-0359369083928222,noise,5,12,6,7,5,6,5,4,5,4,4,4,4,3,4,3,4,3,4,3,4,3,3,5,4,120
S-4784025026,S-0359369085184170,noise,0,15,3,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,250
S-4372025021,S-0359369085197263,noise,4,107,16,22,24,8,6,12,10,12,4,4,4,4,2,2,2,2,4,2,2,2,2,2,4,360
S-4784025026,S-0359369085184170,noise,2,17,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,240
S-4673025027,S-0359369085094817,noise,39,44,24,24,22,12,15,12,12,12,12,15,15,10,10,10,7,7,7,10,10,12,12,12,15,250
S-4784025026,S-0359369085186589,noise,3,22,7,5,8,7,7,7,7,5,7,5,3,5,3,3,5,5,5,3,3,5,5,3,5,430
S-4784025026,S-0359369085156319,noise,4,14,4,6,4,4,4,4,4,3,6,4,6,4,4,6,6,4,4,4,6,4,6,6,4,250
S-4784025026,S-0359369085186589,noise,3,15,3,5,8,5,8,3,5,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,420
S-4784025026,S-0359369085176879,noise,3,39,4,5,4,4,5,4,4,5,5,4,4,5,6,5,4,5,4,4,5,5,5,5,5,280
S-4682025024,S-0359369085686448,noise,3,60,8,5,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,260
S-4673025027,S-0359369085148480,noise,0,25,7,4,0,4,0,4,4,11,4,4,4,4,0,4,4,4,4,4,0,0,4,7,0,260
S-4784025026,S-0359369085184170,noise,2,17,2,2,4,2,2,4,4,2,4,4,4,4,4,2,2,4,2,2,4,4,4,4,2,250
S-4784025026,S-0359369085177208,noise,4,6,6,5,7,6,7,5,5,8,5,5,6,6,5,7,7,7,7,5,6,7,7,7,7,270
S-4673025027,S-0359369085126874,noise,0,24,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4372025021,S-0359369085121958,noise,3,37,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,250
S-4372025021,S-0359369085139778,noise,18,74,28,32,21,21,18,14,14,18,14,18,18,18,21,14,18,14,21,18,18,42,60,28,21,270
S-4673025027,S-0359369085152219,noise,5,16,5,5,7,5,2,9,12,5,5,5,7,7,7,7,5,5,5,7,5,7,5,7,5,240
S-4372025021,S-0359369085128045,noise,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
S-4372025021,S-0359369085120042,noise,50,27,9,6,6,3,12,3,6,3,3,18,9,6,3,3,3,3,3,3,3,3,3,3,3,60
S-4372025021,S-0359369085152300,noise,3,21,3,3,6,3,6,9,9,3,6,6,6,6,6,6,3,3,3,3,3,3,3,6,9,240
S-4571025029,S-0359369084020516,noise,22,57,20,24,24,30,18,18,16,14,18,14,12,12,10,10,10,8,12,12,12,12,10,10,14,470
S-4886025023,S-0359369085185714,noise,11,40,23,23,25,19,15,14,12,9,6,6,6,3,3,3,3,3,3,2,3,3,2,3,3,220
S-4372025021,S-0359369085129142,noise,4,7,6,6,6,6,6,6,6,6,7,6,6,5,6,6,6,7,7,7,6,7,6,5,6,240
S-4372025021,S-0359369085158620,noise,3,41,3,3,0,3,0,0,0,8,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,260
S-4372025021,S-0359369085128045,noise,0,49,0,0,0,0,4,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,360
S-4372025021,S-0359369085138887,noise,4,14,6,6,6,5,6,7,6,8,6,7,6,6,6,6,5,6,6,7,5,5,6,6,6,250
S-4571025029,S-0359369084041017,noise,0,115,5,18,31,0,3,16,16,8,3,3,5,0,3,0,0,0,3,0,0,0,0,0,3,350
S-4372025021,S-0359369085177992,noise,3,30,12,9,9,9,16,5,7,7,5,5,5,5,7,5,5,4,17,12,12,9,8,7,5,350
S-4673025027,S-0359369085126874,noise,0,24,3,3,3,0,3,3,3,3,0,3,3,3,0,3,3,3,0,0,3,0,3,3,3,240
S-4784025026,S-0359369085143259,noise,0,25,2,2,4,13,2,2,2,4,11,9,2,2,2,2,4,4,2,4,4,7,7,7,2,430
S-4793025022,S-0359369084007737,noise,2,53,5,5,5,5,5,5,2,5,2,5,7,5,5,5,5,2,5,2,5,5,5,7,5,240
S-4372025021,S-0359369085170476,noise,24,42,24,21,21,19,16,19,21,22,30,28,37,42,28,24,19,19,25,26,26,58,132,66,30,250
S-4772025022,S-0359369084104443,noise,4,44,4,4,4,5,4,4,5,5,4,4,4,4,5,4,4,5,6,5,6,4,5,5,5,370
S-4413110100,S-0359369084647912,noise,2,21,2,2,2,14,5,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,440
S-4673025027,S-0359369085147680,noise,36,23,4,4,4,6,8,4,6,8,4,6,4,4,4,4,4,4,4,2,4,4,4,6,4,60
S-4571025029,S-0359369084020516,noise,30,45,9,20,17,20,9,7,7,9,6,6,6,6,2,4,4,4,6,4,4,4,4,2,4,350
S-4677025033,S-0359369083951398,noise,3,52,4,4,4,4,4,4,4,4,3,4,6,4,4,4,3,4,4,4,4,4,4,4,4,380
S-4784025026,S-0359369085180764,noise,5,21,5,5,8,8,8,5,5,5,5,5,8,3,5,5,5,5,5,8,5,5,5,5,8,240
S-4372025021,S-0359369085082788,noise,4,30,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,260
S-4784025026,S-0359369085182018,noise,0,67,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,280
S-4372025021,S-0359369085138390,noise,0,47,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,260
S-4784025026,S-0359369085177307,noise,3,37,20,20,10,7,5,7,5,7,3,5,3,3,3,2,3,3,3,3,3,3,3,3,3,460
S-4372025021,S-0359369085106629,noise,22,12,5,5,5,6,5,5,5,6,5,8,6,5,6,5,6,5,6,7,6,5,6,5,6,60
S-4677025028,S-0359369084275144,noise,8,72,5,3,6,5,3,5,6,6,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,340
S-4673025027,S-0359369085719082,noise,4,22,4,4,4,4,4,4,2,4,4,4,4,4,6,4,4,6,4,4,6,4,2,4,4,250
S-4372025021,S-0359369085082788,noise,3,28,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,250
S-4886025023,S-0359369085127955,noise,6,63,16,18,20,16,10,10,12,14,10,10,8,8,6,8,6,6,10,8,8,6,6,8,10,400
S-4673025027,S-0359369085126874,noise,0,27,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4784025026,S-0359369085143259,noise,2,24,4,4,4,9,4,2,2,4,11,7,2,4,4,2,4,4,2,4,2,5,5,5,2,430
S-4673025027,S-0359369085164719,noise,0,46,13,4,0,4,0,4,4,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,250
S-4784025026,S-0359369085183057,noise,4,15,6,4,6,6,6,6,6,11,6,6,10,24,6,6,4,7,48,13,13,10,10,7,7,370
S-4372025021,S-0359369085128045,noise,0,64,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,360
S-4772025022,S-0359369084104443,noise,3,60,4,6,4,4,4,4,4,4,4,6,6,4,6,6,4,4,6,6,6,4,6,4,6,370
S-4372025021,S-0359369085106629,noise,22,15,6,6,4,5,6,5,6,6,6,5,6,6,5,5,5,6,6,5,5,7,5,6,5,60
S-4673025027,S-0359369085147680,noise,32,58,9,8,6,6,11,8,8,9,8,15,11,41,8,6,4,6,8,11,11,9,9,11,11,60
S-4571025029,S-0359369084044417,noise,23,5,4,5,4,4,4,5,5,4,3,5,4,4,4,5,4,5,4,4,4,4,4,5,5,60
S-4372025021,S-0359369085152300,noise,0,22,0,0,4,4,4,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4793025022,S-0359369085861009,noise,2,73,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,250
S-4673025027,S-0359369085714323,noise,0,57,7,3,3,3,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,250
S-4372025021,S-0359369085167001,noise,2,43,5,5,2,2,5,2,2,5,2,2,2,5,2,2,5,5,2,5,5,5,5,5,5,250
S-4793025022,S-0359369085715072,noise,0,25,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,240
S-4372025021,S-0359369085152573,noise,8,8,10,12,10,12,16,17,17,23,38,44,91,116,28,26,13,13,12,9,10,10,9,9,9,2610
S-4372025021,S-0359369085142590,noise,2,92,14,21,18,8,6,6,6,4,4,4,4,4,4,4,4,4,4,6,4,6,4,4,4,330
S-4784025026,S-0359369085191688,noise,7,73,10,10,7,7,7,14,14,10,7,7,3,7,3,3,3,3,3,3,3,7,7,3,7,250
S-4372025021,S-0359369085128045,noise,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
S-4571025029,S-0359369084041017,noise,4,99,9,15,24,6,6,15,17,11,6,6,11,11,6,6,9,9,34,11,11,11,11,6,11,350
S-4372025021,S-0359369085167001,noise,3,41,3,3,5,5,5,5,5,3,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,250
S-4682025024,S-0359369085686448,noise,0,70,6,6,3,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,270
S-4784025026,S-0359369085143259,noise,2,24,2,2,2,9,2,2,2,5,7,7,5,2,5,5,5,5,2,2,2,5,9,9,2,420
S-4372025021,S-0359369085138390,noise,0,48,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,260
S-4372025021,S-0359369085152573,noise,8,7,11,11,10,13,15,18,19,24,45,41,82,182,25,24,15,14,13,8,8,8,7,7,10,2610
S-4784025026,S-0359369085180764,noise,3,16,5,3,3,5,3,5,3,5,3,3,3,3,3,3,3,3,3,3,5,3,3,5,5,240
S-4784025026,S-0359369085082762,noise,4,11,6,4,4,6,4,6,6,6,6,6,4,4,6,6,4,6,6,6,6,6,6,6,6,240
S-4372025021,S-0359369085152573,noise,9,8,11,11,13,15,15,22,18,20,35,30,60,182,42,35,21,19,13,12,12,12,11,12,9,2790
S-4784025026,S-0359369085143259,noise,2,28,4,6,4,10,4,2,4,6,8,6,4,4,4,2,4,4,2,2,2,6,4,6,4,410
S-4673025027,S-0359369085148480,noise,0,33,7,0,0,4,0,7,7,7,4,7,4,0,0,4,4,4,0,4,0,0,0,4,0,250
S-4673025027,S-0359369085135214,noise,0,55,8,4,0,8,0,0,0,16,0,0,20,0,0,0,0,0,0,4,4,0,4,0,8,270
S-4793025022,S-0359369084007737,noise,3,27,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,5,3,3,3,8,3,240
S-4673025027,S-0359369085719082,noise,4,24,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,250
S-4673025027,S-0359369085152219,noise,2,11,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,6,4,6,4,6,6,4,240
S-4682025024,S-0359369085844138,noise,2,71,8,4,2,4,6,14,14,4,8,6,2,4,2,2,2,2,2,2,2,2,2,2,2,240
S-4372025021,S-0359369085152300,noise,6,25,6,6,6,6,6,12,9,3,6,6,9,6,6,6,6,6,3,3,6,6,6,6,12,240
S-4372025021,S-0359369085138390,noise,4,31,10,17,7,5,5,7,5,4,5,5,5,5,4,5,5,5,4,4,5,8,7,7,5,260
S-4677025028,S-0359369083465357,noise,3,418,10,28,28,5,5,7,7,5,3,3,3,3,2,3,3,3,3,3,3,5,3,3,3,320
S-4673025027,S-0359369085714026,noise,0,31,0,0,0,0,0,9,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4677025028,S-0359369083976205,noise,15,41,17,17,18,45,30,26,30,18,15,12,13,21,17,18,15,17,74,114,68,25,26,17,15,4400
S-4573025028,S-0359369085117717,noise,5,30,5,5,7,5,7,7,5,5,5,5,5,5,5,7,5,5,5,4,5,7,7,7,5,250
S-4372025021,S-0359369085188908,noise,6,26,6,6,6,6,6,6,6,6,7,7,7,9,6,6,6,6,9,7,6,7,6,6,9,360
S-4673025027,S-0359369085719082,noise,3,25,6,6,5,5,5,5,3,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,240
S-4571025029,S-0359369084041017,noise,0,121,8,17,28,3,3,11,11,6,0,0,6,0,3,0,3,0,0,3,0,0,0,0,3,350
S-4784025026,S-0359369085090211,noise,4,35,5,5,7,5,4,5,5,5,6,5,4,5,5,5,6,5,4,5,5,5,6,6,6,280
S-4793025022,S-0359369085860290,noise,5,12,5,5,6,6,6,5,5,7,5,7,6,6,6,6,6,6,6,7,6,6,7,7,7,240
S-4372025021,S-0359369085139778,noise,3,35,5,3,5,5,3,5,5,3,3,5,3,3,3,3,3,3,5,3,3,3,3,5,3,270
S-4372025021,S-0359369085142681,noise,4,9,5,5,6,6,6,5,5,4,5,6,6,5,6,7,6,6,6,6,6,6,6,6,6,250
S-4793025022,S-0359369085860050,noise,0,48,3,3,0,3,0,0,0,3,0,0,0,0,0,3,3,3,0,3,3,0,0,0,3,260
S-4677025028,S-0359369083465357,noise,4,231,8,14,20,4,5,5,5,5,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,330
S-4784025026,S-0359369085090211,noise,3,41,4,4,5,5,5,5,5,5,4,5,5,4,4,4,4,6,5,5,5,4,5,5,5,280
S-4784025026,S-0359369085143259,noise,2,31,2,2,2,11,4,2,2,2,9,9,4,2,4,4,4,7,2,2,2,7,9,9,4,420
S-4673025027,S-0359369085126874,noise,2,15,5,5,2,2,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,240
S-4772025022,S-0359369084104443,noise,3,81,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,3,5,5,5,370
S-4684025022,S-0359369085722748,noise,0,32,46,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290
S-4372025021,S-0359369085152300,noise,5,30,5,5,8,5,5,5,8,5,5,5,11,8,8,5,5,5,5,5,8,5,5,5,13,240
S-4571025029,S-0359369084044417,noise,12,7,6,5,6,6,5,6,6,4,5,8,5,8,5,5,6,5,6,5,6,4,5,6,6,540
S-4372025021,S-0359369085156863,noise,0,20,3,3,0,3,0,10,10,3,3,0,3,0,3,0,3,0,0,0,3,0,0,0,3,240
S-4784025026,S-0359369085177307,noise,5,57,13,19,11,8,5,5,6,5,3,5,3,3,3,2,3,3,3,3,3,3,3,3,3,400
S-4372025021,S-0359369085128045,noise,0,63,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
S-4673025027,S-0359369085129829,noise,3,14,5,5,5,5,5,5,3,5,5,5,5,5,5,7,5,3,3,5,5,5,5,5,5,250
S-4571025029,S-0359369083989497,noise,0,44,14,7,3,7,3,7,7,7,7,10,3,3,3,3,0,3,0,3,3,0,3,3,3,250
S-4886025023,S-0359369085135917,noise,9,185,46,30,23,25,14,9,7,12,9,12,9,14,9,7,9,7,7,7,9,9,12,9,9,280
S-4372025021,S-0359369085142590,noise,2,161,8,15,15,14,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,300
S-4784025026,S-0359369085146591,noise,0,32,7,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
S-4673025027,S-0359369085135214,noise,0,83,14,7,3,14,0,0,0,7,3,3,7,0,0,0,3,7,0,10,7,0,3,0,10,280
S-4677025028,S-0359369084275144,noise,8,46,4,6,6,6,4,6,6,4,7,4,7,6,7,4,6,6,7,17,11,8,7,7,6,340
S-4673025027,S-0359369085714323,noise,3,84,8,5,5,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,250
S-4784025026,S-0359369085082762,noise,3,10,5,5,6,5,5,5,5,5,5,5,3,5,6,6,5,5,5,5,6,5,6,5,6,240
S-4784025026,S-0359369085182349,noise,0,23,3,3,31,5,0,3,3,8,5,3,0,3,3,0,0,0,0,0,0,0,0,0,3,400
S-4793025022,S-0359369085701189,noise,2,80,9,2,2,5,5,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,280
S-4677025028,S-0359369083976205,noise,10,139,17,17,28,10,7,17,14,21,17,17,17,14,21,10,62,10,35,45,35,17,10,17,38,320
S-4372025021,S-0359369085152573,noise,8,11,12,11,12,15,18,19,17,22,34,44,63,222,47,39,19,17,15,11,12,10,10,10,9,2770
S-4372025021,S-0359369085177992,noise,8,61,17,14,17,11,11,14,14,14,8,8,8,8,6,8,8,6,17,8,8,6,8,8,8,350
S-4673025027,S-0359369085842520,noise,4,12,4,4,6,4,4,4,4,4,6,6,4,4,4,4,4,4,4,4,4,4,4,6,4,240
S-4784025026,S-0359369085177307,noise,6,43,15,23,14,11,8,8,8,8,5,5,5,4,4,3,4,4,4,3,3,4,3,4,4,390
S-4793025022,S-0359369085860290,noise,4,7,5,5,5,4,5,6,6,5,5,4,6,5,5,5,6,5,4,5,5,5,5,5,5,230
S-4372025021,S-0359369085157606,noise,0,25,6,3,3,3,3,0,0,0,3,0,0,0,3,0,0,3,3,3,3,3,3,3,3,280
S-4677025033,S-0359369081334563,noise,0,16,6,3,6,3,0,3,0,3,3,0,0,6,0,0,0,0,3,0,0,0,0,0,3,390
S-4673025027,S-0359369085702948,noise,4,60,8,4,4,4,4,6,8,4,4,4,4,4,4,4,2,4,6,6,8,8,8,4,4,250
S-4784025026,S-0359369085180764,noise,4,6,5,5,5,5,6,6,6,5,5,5,5,6,5,6,4,6,5,5,6,6,5,6,6,240
S-4793025022,S-0359369085701189,noise,13,84,22,15,18,26,20,33,33,24,20,18,20,22,15,18,15,20,20,33,86,75,64,22,24,270
S-4784025026,S-0359369085182018,noise,2,36,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6,4,6,6,4,6,4,270
S-4677025028,S-0359369084275144,noise,12,77,6,7,10,6,6,7,7,6,6,7,6,5,6,6,7,6,5,7,6,7,7,7,8,340
S-4372025021,S-0359369085120042,noise,48,33,9,3,3,3,3,3,6,3,3,12,3,3,3,3,3,3,3,3,3,3,3,3,3,60
S-4673025027,S-0359369085719082,noise,2,24,2,2,5,2,2,2,2,2,5,5,5,2,2,5,2,2,5,2,2,5,2,5,2,250
S-4677025029,S-0359369081308567,noise,3,14,5,5,3,3,3,5,5,3,5,5,5,3,5,3,3,3,3,3,5,5,5,5,3,480
S-4372025021,S-0359369085152300,noise,0,17,3,3,3,3,3,9,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240
S-4673025027,S-0359369085842520,noise,3,13,4,6,4,6,4,4,6,4,4,4,4,6,6,4,4,6,4,7,6,4,6,4,6,250
S-4728010101,S-0359369085287783,noise,5,187,24,21,13,6,8,6,5,3,3,5,3,3,3,5,3,3,5,3,3,3,3,3,3,310
S-4673025027,S-0359369085164719,noise,0,44,13,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,250
S-4372025021,S-0359369085170476,noise,21,45,26,19,22,15,21,21,19,26,21,24,36,38,21,22,17,17,29,24,26,96,134,62,28,250
S-4673025027,S-0359369085714323,noise,3,77,8,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,250
S-4784025026,S-0359369085183057,noise,5,11,5,7,6,6,7,7,6,7,7,7,11,29,8,6,5,7,42,14,14,12,9,9,8,2720
S-4677025029,S-0359369083954434,noise,3,18,4,4,4,7,6,4,4,4,6,7,4,4,6,4,4,4,4,4,4,4,4,4,4,440
S-4673025027,S-0359369085842520,noise,2,19,4,2,4,4,4,4,4,2,4,4,2,4,4,6,2,4,4,4,4,4,4,4,4,240
S-4784025026,S-0359369085191688,noise,8,68,18,13,10,10,10,13,16,8,10,8,5,8,5,5,3,5,5,5,5,5,5,5,5,250
S-4571025029,S-0359369084044417,noise,21,6,6,4,6,5,5,5,5,5,5,5,4,5,5,6,4,5,5,5,6,5,5,5,5,60
S-4372025021,S-0359369085121958,noise,0,41,4,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,250
S-4673025027,S-0359369085135214,noise,0,80,8,4,4,8,0,0,0,8,0,0,8,0,0,0,0,8,0,8,8,0,0,0,12,270
S-4886025023,S-0359369085185607,noise,3,67,15,3,3,15,3,3,3,3,3,6,3,3,3,3,3,15,3,6,3,0,0,6,3,270
S-4684025022,S-0359369085722748,noise,0,115,52,10,3,3,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,3,3,0,0,290
S-4372025021,S-0359369085139810,noise,0,20,0,0,0,0,3,10,7,0,0,3,0,0,0,3,3,0,3,3,3,3,3,3,3,240
S-4571025029,S-0359369084044417,noise,20,5,5,5,5,4,6,5,5,6,6,5,5,5,5,6,4,5,5,6,4,5,5,5,5,60
S-4372025021,S-0359369085139778,noise,2,33,5,5,3,3,5,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,5,5,3,270
S-4372025021,S-0359369085120042,noise,47,44,19,5,8,5,16,3,19,5,3,14,5,5,3,3,3,3,3,3,3,3,3,5,3,60
S-4673025027,S-0359369085167209,noise,3,11,5,5,4,4,4,6,6,5,5,6,5,5,6,4,4,4,5,5,4,6,5,5,4,240
S-4886025023,S-0359369085126023,noise,2,75,15,10,13,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,4,4,2,4,2,330
S-4677025028,S-0359369083976205,noise,12,484,47,21,26,14,16,21,28,19,16,16,31,16,26,14,59,21,59,73,31,14,12,19,45,320
S-4886025023,S-0359369085172688,noise,0,19,0,0,0,0,0,4,8,0,4,15,0,15,0,0,0,0,0,0,0,0,0,0,0,250
S-4372025021,S-0359369085170450,noise,28,13,5,5,5,5,5,5,5,7,5,7,5,7,5,5,5,5,5,5,5,7,5,5,5,60
S-4372025021,S-0359369085139810,noise,0,22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240
S-4784025026,S-0359369085180764,noise,3,16,3,3,3,3,3,3,5,3,3,5,3,3,5,5,3,3,5,3,3,3,5,3,3,240
S-4784025026,S-0359369085180764,noise,3,9,4,4,4,4,3,6,4,4,4,4,6,4,4,4,4,4,6,4,6,4,6,4,6,240
S-4682025024,S-0359369085844138,noise,3,114,30,18,10,13,3,5,5,10,3,3,3,0,0,0,3,0,0,0,3,0,0,0,0,290
S-4372025021,S-0359369085142590,noise,2,175,11,13,37,7,4,4,4,4,2,4,2,4,4,2,2,2,2,4,4,2,2,4,4,330
S-4784025026,S-0359369085185078,noise,4,32,4,6,6,4,4,6,6,6,6,6,7,6,6,4,4,6,6,4,4,6,10,6,6,250
S-4682025024,S-0359369085844138,noise,4,75,19,12,10,8,8,8,12,8,8,6,4,4,2,2,2,4,2,4,2,2,4,2,4,250
S-4793025022,S-0359369085863757,noise,3,20,6,4,5,5,5,5,5,4,5,5,5,5,6,5,6,4,5,4,5,5,5,6,5,250
S-4673025027,S-0359369085147680,noise,37,22,6,4,4,4,9,4,6,6,4,13,4,4,4,4,4,2,4,4,4,4,4,4,4,60
S-4372025021,S-0359369085138887,noise,4,17,4,6,6,6,4,4,6,7,6,6,6,6,4,4,6,7,6,6,6,6,6,6,6,250
S-4372025021,S-0359369085128045,noise,0,66,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
S-4784025026,S-0359369085162549,noise,0,29,3,3,3,0,5,8,5,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,240
S-4886025023,S-0359369085135917,noise,7,139,37,17,15,22,10,10,10,12,10,10,17,27,12,10,10,5,7,10,15,25,20,10,12,280
S-4673025027,S-0359369085719082,noise,7,50,10,7,10,7,7,7,7,7,3,7,13,3,3,0,3,0,0,3,3,3,3,3,3,250
S-4886025023,S-0359369085127955,noise,2,82,2,5,5,2,2,2,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,280
S-4886025023,S-0359369085172688,noise,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
S-4673025027,S-0359369085151740,noise,3,6,5,5,6,6,5,5,6,6,5,5,6,5,6,5,5,6,6,5,6,6,6,6,6,230
S-4673025027,S-0359369085126874,noise,0,24,0,0,0,0,0,14,14,0,3,3,0,3,7,7,0,7,0,0,0,3,3,14,3,240
S-4784025026,S-0359369085183263,noise,5,39,7,6,6,5,6,6,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,390
