site,sid,leaktype,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
S-4677025029,S-0359369081475788,in,4,37,5,5,5,5,5,5,4,5,5,4,5,5,5,4,4,5,4,5,4,5,5,5,4,380
S-4793025022,S-0359369085859748,in,3,45,6,6,3,3,3,3,3,3,3,3,0,3,3,0,3,0,3,0,3,0,3,3,3,250
S-4677025028,S-0359369084277629,in,15,15,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,240
S-4784025026,S-0359369085145353,in,17,133,36,17,19,19,14,19,19,22,17,17,25,22,19,17,14,14,17,19,25,56,69,19,17,290
S-4677025028,S-0359369083965083,in,0,59,0,3,3,0,0,3,3,0,0,0,3,0,3,3,3,0,0,0,0,0,0,0,3,340
S-4793025022,S-0359369085858153,in,0,42,6,3,0,3,0,3,3,3,0,3,0,0,0,0,0,0,0,0,3,16,10,0,0,260
S-5011010101,S-0359369084273941,in,8,127,33,22,28,6,6,6,6,6,6,6,6,14,6,8,3,3,3,6,11,11,11,6,3,290
S-4413110100,S-0359369084091459,in,7,26,13,9,9,17,11,7,9,7,11,11,6,9,6,6,6,7,4,6,6,7,7,7,6,420
S-4372025021,S-0359369085132252,in,3,28,8,12,8,7,7,8,7,9,8,8,14,15,7,7,5,6,6,7,8,31,52,26,6,270
S-5011010101,S-0359369084273842,in,15,16,16,16,17,18,21,21,22,27,21,16,20,20,21,25,22,30,91,191,266,80,64,43,20,4410
S-4677025028,S-0359369083976106,in,4,277,14,11,10,6,4,6,6,4,6,6,6,4,4,6,4,4,4,6,6,6,6,6,4,310
S-4677025033,S-0359369083951596,in,15,22,24,20,26,26,26,26,28,30,24,34,26,30,24,22,23,25,142,48,40,29,32,27,27,4210
S-4677025033,S-0359369083951596,in,13,17,16,18,17,26,27,23,20,24,19,17,30,15,19,14,22,26,51,48,47,30,33,29,38,430
S-4677025033,S-0359369083957122,in,0,242,64,20,7,10,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,290
S-4372025021,S-0359369085150924,in,0,16,0,0,0,0,0,3,3,3,3,3,0,3,0,0,0,0,3,0,0,3,3,0,3,250
S-4784025026,S-0359369085191258,in,5,71,13,8,5,8,5,5,5,5,5,5,8,5,5,8,8,8,10,10,10,20,18,18,15,260
S-4677025033,S-0359369083950515,in,7,74,17,17,22,17,13,13,13,17,11,9,9,9,7,9,7,9,13,9,9,11,9,11,11,400
S-4677025033,S-0359369083951547,in,5,28,7,6,7,7,6,6,7,6,5,5,5,5,6,6,5,6,8,5,5,6,5,5,7,390
S-4677025028,S-0359369084275805,in,6,9,8,7,8,9,6,10,10,10,8,8,8,7,8,7,9,9,12,9,7,9,7,7,8,470
S-4684025022,S-0359369085696983,in,0,43,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
S-4413110100,S-0359369084106190,in,29,21,18,22,23,27,28,30,45,53,26,23,24,31,20,18,24,27,42,29,42,34,27,23,20,2810
S-4793025022,S-0359369085859748,in,2,46,9,7,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,250
S-4793025022,S-0359369085714356,in,7,52,13,10,10,10,10,16,20,10,13,10,7,7,7,3,3,3,7,7,7,7,7,7,10,250
S-4580025036,S-0359369083970505,in,8,10,5,5,5,6,6,6,5,5,5,5,4,5,5,5,5,6,6,5,4,6,5,4,5,390
S-4684025022,S-0359369085859631,in,5,20,7,7,6,6,7,5,6,6,8,6,6,7,5,5,5,6,6,7,10,7,6,5,6,260
S-4677025033,S-0359369081334746,in,5,7,6,6,7,6,6,5,6,6,6,6,6,6,5,6,7,6,7,6,6,7,6,7,6,120
S-4784025026,S-0359369085191258,in,4,56,12,10,8,6,6,4,4,6,6,6,8,8,6,18,10,8,14,18,20,36,40,34,30,260
S-4677025028,S-0359369084283734,in,3,31,6,6,5,6,6,6,6,6,5,7,6,6,6,6,7,6,6,6,7,7,6,6,6,240
S-4784025026,S-0359369085082861,in,2,177,18,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,9,11,9,7,5,300
S-4677025028,S-0359369084269220,in,8,85,11,11,10,23,24,13,13,8,8,5,8,4,3,3,4,4,3,4,4,4,4,4,3,530
S-4380032023,S-0359369083292702,in,60,10,7,3,3,3,10,3,13,3,3,30,10,3,3,3,0,3,3,7,3,3,3,3,3,60
S-4376025033,S-0035514005600391,in,0,67,3,3,3,3,3,3,0,10,0,3,3,3,3,3,6,3,3,13,10,6,6,3,6,360
S-4677025028,S-0359369084263199,in,4,18,6,7,6,5,6,5,5,5,6,6,6,5,5,5,6,6,6,6,7,5,6,5,7,410
S-4721011100,S-0359369084142641,in,3,9,5,5,3,3,5,3,5,5,3,5,3,3,3,5,5,3,5,5,3,3,5,5,3,160
S-4784025026,S-0359369085195721,in,4,14,7,4,6,6,5,6,6,5,6,7,7,5,5,5,7,5,5,6,6,8,7,9,6,240
S-4687025030,S-0359369085171748,in,21,156,27,25,33,23,29,29,27,25,25,25,25,38,23,19,15,19,19,46,38,42,35,37,25,260
S-4180025322,S-0359369083973772,in,8,81,5,6,7,6,7,7,7,6,5,5,5,12,6,6,7,6,21,97,67,12,13,10,9,4420
S-4677025028,S-0359369084269949,in,18,53,21,22,16,26,38,43,41,59,21,21,18,35,19,17,26,24,41,36,30,29,29,30,24,2820
S-4885025022,S-0359369085192769,in,3,73,5,6,9,5,5,3,3,6,3,5,3,5,2,3,3,2,2,3,3,2,3,2,3,390
S-4372025021,S-0359369085139026,in,7,33,9,9,9,9,11,13,9,9,9,9,9,11,9,7,5,7,9,9,11,11,13,9,9,260
S-4677025028,S-0359369084269238,in,4,30,5,6,5,6,4,6,5,6,5,5,5,6,6,6,6,5,5,7,7,4,7,5,5,350
S-4677025028,S-0359369084263090,in,3,34,3,7,10,7,3,7,7,10,3,7,7,10,3,7,7,3,10,7,7,3,3,7,14,390
S-4677025028,S-0359369083948675,in,2,58,4,9,9,4,4,4,4,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,350
S-4677025033,S-0359369081372886,in,6,31,8,8,10,13,10,10,8,10,12,10,12,10,8,6,10,10,27,17,17,23,23,10,12,400
S-4772025022,S-0359369084103486,in,0,578,5,36,27,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,310
S-4677025028,S-0359369083965588,in,4,17,7,8,8,12,7,10,11,7,5,5,5,8,5,6,6,6,8,33,17,6,7,5,7,380
S-4677025028,S-0359369084284591,in,12,220,22,19,17,15,18,19,17,19,27,30,23,86,18,16,14,16,14,33,49,43,34,19,31,250
S-4677025028,S-0359369084289343,in,4,9,5,6,6,5,5,6,7,5,4,5,7,5,5,5,5,6,6,5,5,6,5,5,5,430
S-4521010100,S-0359369084103833,in,13,30,17,17,17,20,19,20,21,20,16,15,15,25,21,16,17,17,50,99,80,42,51,54,34,360
S-4793025022,S-0359369084007828,in,0,52,7,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,260
S-4677025028,S-0359369084263413,in,6,53,9,12,12,12,6,9,6,29,12,9,6,6,6,6,6,3,6,6,6,9,6,6,12,360
S-4886025023,S-0359369085151658,in,0,15,0,0,4,0,0,15,23,4,15,8,0,4,4,4,4,0,0,0,4,4,4,0,4,240
S-4677025028,S-0359369084279351,in,7,171,5,9,23,12,5,9,14,5,5,2,5,5,0,0,0,2,2,0,2,2,2,2,0,340
S-4180025322,S-0359369083973772,in,7,69,5,5,6,5,6,6,6,4,5,6,6,12,5,6,7,6,22,76,47,14,12,8,7,4440
S-4677025028,S-0359369083943437,in,2,123,6,15,19,2,4,8,10,8,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,350
S-4677025029,S-0359369081459428,in,2,36,5,7,7,2,5,2,5,5,2,2,2,2,5,2,2,2,5,2,2,5,2,5,5,360
S-4521010100,S-0359369084103064,in,8,34,16,20,17,13,18,16,16,13,11,11,13,14,17,24,12,12,30,20,15,16,14,21,13,390
S-4677025028,S-0359369083963450,in,2,91,7,7,12,5,2,5,7,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,350
S-4677025033,S-0359369083951547,in,5,28,7,8,5,7,5,7,5,9,7,5,7,5,4,5,4,7,10,5,5,5,4,5,5,390
S-4677025033,S-0359369083952313,in,11,98,14,16,18,14,13,14,13,25,16,14,14,27,16,14,16,14,22,24,20,13,16,13,25,380
S-4677025028,S-0359369084284591,in,12,311,31,35,25,12,14,14,17,14,17,12,14,52,12,19,12,14,12,23,31,29,33,17,23,300
S-4677025028,S-0359369084263090,in,6,48,10,15,17,19,10,8,8,12,10,10,6,8,4,6,6,6,6,6,6,8,8,6,10,390
S-4677025028,S-0359369084269220,in,6,67,10,9,10,18,16,10,10,6,5,6,7,5,5,3,3,3,3,5,3,3,3,3,5,540
S-4784025026,S-0359369085192439,in,3,72,7,7,3,3,3,3,3,0,0,3,7,0,3,0,3,0,0,3,3,7,3,7,0,240
S-4784025026,S-0359369085083265,in,2,23,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,410
S-4673025027,S-0359369085159552,in,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
S-4793025022,S-0359369085176861,in,2,33,4,4,5,5,5,5,4,5,5,6,5,4,7,4,6,5,5,5,5,7,6,5,7,260
S-4793025022,S-0359369085872311,in,11,54,22,16,16,19,16,11,14,14,11,14,24,14,11,14,11,14,14,16,19,16,14,16,30,250
S-4677025029,S-0359369081312510,in,2,26,5,7,7,10,5,2,2,5,5,5,2,2,2,2,2,5,7,2,7,5,5,5,2,410
S-4793025022,S-0359369085863849,in,0,31,3,3,3,3,3,5,5,3,5,10,3,5,3,3,3,0,0,3,3,0,3,3,5,240
S-4793025022,S-0359369085162341,in,8,81,12,12,4,12,8,8,4,8,8,8,8,8,8,12,8,8,8,8,8,8,4,4,8,270
S-4721011100,S-0359369084146816,in,3,50,6,8,16,3,5,5,5,3,3,5,3,3,3,3,3,3,3,5,5,3,3,3,3,340
S-4372025021,S-0359369085093306,in,4,26,4,4,6,5,6,5,5,5,4,6,5,5,4,5,5,5,6,6,5,6,6,4,5,340
S-4793025022,S-0359369085718464,in,4,38,11,8,5,5,4,4,5,4,5,4,5,4,5,4,4,5,5,5,5,7,5,5,5,250
S-4677025028,S-0359369084279195,in,8,11,0,0,4,4,0,0,4,0,0,4,0,0,0,0,4,0,4,0,0,4,0,0,0,120
S-4677025029,S-0359369081388320,in,3,11,6,5,4,5,5,5,5,5,6,4,5,6,5,6,7,7,131,8,5,10,8,8,10,390
S-4677025028,S-0359369084283734,in,3,25,5,5,5,5,6,5,5,6,5,6,5,5,6,6,7,5,5,5,4,6,7,6,6,250
S-4372025021,S-0359369085190284,in,5,53,10,13,13,5,6,8,10,6,5,3,6,5,3,3,3,3,5,3,3,3,3,3,3,350
S-4684025022,S-0359369085859631,in,3,23,6,5,6,8,5,5,5,5,8,9,5,6,6,6,4,6,5,6,9,6,6,5,5,260
S-4772025022,S-0359369084107081,in,2,566,13,31,16,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,4,4,2,2,2,310
S-4677025028,S-0359369083945440,in,4,57,10,7,7,4,6,6,6,6,6,4,4,6,4,6,6,6,4,4,6,4,6,6,6,290
S-4784025026,S-0359369085083711,in,11,98,19,19,18,7,7,5,6,5,5,5,4,5,4,4,4,5,3,3,4,4,5,4,4,240
S-4372025021,S-0359369085172993,in,7,92,27,14,7,14,3,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,270
S-4784025026,S-0359369085192439,in,3,70,8,6,6,3,3,3,3,6,3,3,8,3,3,3,3,3,3,3,3,3,3,8,3,240
S-4682025024,S-0359369085862627,in,0,49,3,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,270
S-4793025022,S-0359369085106942,in,0,15,3,0,0,3,0,3,0,3,3,3,3,0,3,0,0,0,0,0,3,0,0,3,0,230
S-4784025026,S-0359369085191423,in,3,16,3,3,3,3,3,13,32,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240
S-4677025029,S-0359369081316248,in,4,22,6,5,5,7,8,5,7,5,8,6,7,6,5,6,8,7,8,7,6,7,7,7,5,430
S-4677025033,S-0359369083953840,in,4,101,4,5,9,4,4,5,5,4,4,4,4,4,5,4,4,4,5,4,4,4,5,5,4,340
S-4793025022,S-0359369085106942,in,0,11,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,230
S-4521010100,S-0359369084103064,in,10,21,18,22,23,16,18,18,18,17,13,13,16,16,14,26,11,14,35,19,17,21,24,28,14,390
S-4677025028,S-0359369083964946,in,2,109,6,8,16,4,4,4,4,4,4,2,4,2,2,4,4,4,2,2,2,2,2,4,2,340
S-4691025031,S-0359369085135586,in,3,32,5,5,5,4,4,5,4,4,5,4,4,4,4,5,4,5,4,4,3,5,5,5,5,380
S-4677025029,S-0359369083949186,in,5,47,6,5,6,7,8,10,10,8,7,8,8,7,8,6,7,9,12,8,7,16,17,9,11,440
S-4793025022,S-0359369085679815,in,3,22,5,3,3,5,3,5,5,5,5,5,5,5,3,5,3,3,3,5,5,3,5,3,5,250
S-4677025033,S-0359369083953741,in,4,42,4,4,4,4,4,4,5,5,4,5,4,4,4,4,2,4,4,5,4,4,4,4,4,350
S-4677025029,S-0359369081312510,in,3,38,3,5,5,11,3,3,0,5,5,5,3,3,0,0,0,3,3,0,3,3,3,3,3,410
S-4677025029,S-0359369081388320,in,4,12,5,5,4,6,5,5,6,7,6,5,5,5,5,6,8,7,95,5,6,11,10,8,7,390
S-4372025021,S-0359369085106579,in,12,61,29,32,26,18,15,12,12,15,12,12,12,12,12,12,12,12,15,15,18,50,32,15,12,260
S-4677025028,S-0359369084269238,in,4,30,6,5,5,5,5,6,6,5,6,5,6,4,5,5,6,5,5,5,6,5,5,6,6,350
S-4677025033,S-0359369083951547,in,9,85,12,9,12,10,9,6,4,6,9,7,4,6,4,4,6,4,13,4,4,4,4,4,4,390
S-4372025021,S-0359369085139026,in,6,60,20,14,11,9,11,9,11,14,11,9,11,17,9,6,9,6,11,6,9,14,14,14,9,260
S-4677025033,S-0359369081374643,in,3,198,5,10,17,5,5,5,5,3,7,5,5,5,5,3,3,3,3,5,5,5,3,5,5,320
S-4673025027,S-0359369085213565,in,5,40,19,7,9,5,5,2,5,5,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,250
S-4729010102,S-0359369084012737,in,4,4,4,5,5,4,4,4,5,4,4,4,4,5,5,5,5,4,5,7,5,4,5,5,5,450
S-4784025026,S-0359369085137715,in,0,30,5,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,260
S-4728010101,S-0359369085287312,in,4,46,6,5,5,6,5,4,5,6,6,6,6,6,4,6,7,6,5,7,6,5,4,6,6,280
S-4372025021,S-0359369085093959,in,4,66,9,5,4,4,4,4,4,4,5,5,5,4,5,4,4,4,5,4,4,5,4,4,4,290
S-4677025029,S-0359369081312577,in,2,13,3,3,3,13,5,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3,3,3,3,430
S-4684025022,S-0359369085859631,in,4,18,8,6,7,9,6,5,5,5,9,7,8,6,6,6,5,6,6,8,9,7,6,7,6,260
S-4784025026,S-0359369085183354,in,0,247,55,26,13,9,4,4,4,0,4,4,0,13,0,4,0,4,0,9,4,4,0,0,4,300
S-4677025028,S-0359369084284948,in,12,31,12,15,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,360
S-4682025024,S-0359369085872386,in,17,59,20,20,25,18,16,16,17,13,13,19,30,75,25,23,22,20,19,32,26,33,32,28,21,2510
S-4677025028,S-0359369084283239,in,23,29,33,31,27,29,27,26,28,28,36,36,42,96,25,27,31,33,30,102,104,66,50,59,46,4460
S-4372025021,S-0359369085160964,in,2,49,2,2,5,2,2,2,2,2,2,2,2,2,2,2,5,2,2,5,2,2,2,2,2,350
S-4784025026,S-0359369085137715,in,2,39,9,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,250
S-4372025021,S-0359369085154678,in,19,31,45,54,44,44,26,31,27,30,20,21,27,28,26,29,35,47,31,28,28,79,76,71,27,260
S-4372025021,S-0359369085177059,in,4,30,5,5,5,5,5,6,5,5,6,6,7,8,5,5,5,5,6,5,6,6,6,6,6,260
S-4372025021,S-0359369085222814,in,3,33,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,5,5,5,5,240
S-4885025022,S-0359369085180830,in,2,83,4,4,6,4,2,6,6,4,4,2,4,2,4,2,2,4,4,4,2,4,2,4,4,340
S-4376025033,S-0035514005600354,in,6,11,9,9,11,9,9,9,9,9,11,9,6,13,9,6,9,11,11,17,15,13,13,11,11,420
S-4677025033,S-0359369081372886,in,6,30,12,8,10,12,10,8,8,12,10,8,10,10,6,8,10,8,34,24,26,28,28,8,12,400
S-4677025028,S-0359369084279195,in,13,10,3,3,3,7,10,7,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,120
S-4413110100,S-0359369084099213,in,4,22,4,10,9,5,4,6,6,6,6,5,5,6,4,6,4,6,6,4,6,5,6,6,5,130
S-4721011100,S-0359369084142856,in,3,13,5,6,5,4,5,5,5,5,5,6,6,5,5,4,5,5,6,6,5,5,5,4,6,380
S-4180025322,S-0359369083973772,in,7,51,5,7,7,7,7,7,6,6,6,5,6,10,6,6,7,6,20,118,66,15,12,10,9,4440
S-4677025028,S-0359369083975652,in,5,42,6,6,7,8,5,6,6,6,6,6,7,8,7,7,7,6,6,7,7,8,7,7,6,400
S-4677025028,S-0359369084283734,in,2,25,5,5,6,6,5,5,6,6,5,5,5,5,5,5,6,5,5,6,6,6,5,5,5,260
S-4677025033,S-0359369083950291,in,4,354,11,18,17,7,7,6,6,6,8,7,6,12,6,7,7,8,7,8,8,17,12,12,25,310
S-4677025033,S-0359369081374643,in,2,284,9,27,43,4,7,5,5,4,4,5,4,4,4,4,4,4,2,4,4,4,4,4,4,320
S-4677025028,S-0359369084263199,in,4,20,7,5,5,6,6,7,5,6,5,6,5,7,6,6,6,7,6,5,7,7,6,6,6,410
S-4677025033,S-0359369083951133,in,8,75,16,13,16,16,19,13,13,13,22,30,13,13,11,11,11,13,16,11,19,13,13,13,11,340
S-4677025033,S-0359369083953139,in,4,118,12,12,12,4,4,6,6,4,4,4,2,4,2,4,2,2,2,2,4,2,2,4,2,350
S-4677025028,S-0359369084282223,in,4,24,6,6,6,7,6,6,5,6,6,7,6,6,6,7,7,6,7,6,6,7,6,6,6,330
S-4372025021,S-0359369085154678,in,18,30,32,41,32,37,21,25,24,34,23,24,24,24,23,48,34,41,45,41,37,104,130,75,52,4770
S-4580025036,S-0359369083970299,in,2,25,2,5,5,32,10,7,7,5,15,15,10,5,7,5,5,5,7,5,5,2,5,5,7,460
S-5011010101,S-0359369084272265,in,5,38,7,6,6,7,6,5,7,7,8,10,11,38,7,6,7,13,10,16,30,106,91,39,13,290
S-4677025028,S-0359369084263413,in,6,65,10,10,13,10,6,10,10,45,10,10,6,10,6,6,6,6,10,6,6,10,6,6,13,370
S-4677025033,S-0359369083955787,in,5,310,7,10,6,4,6,5,5,4,5,6,5,5,5,5,5,5,5,5,6,6,5,5,5,310
S-4772025022,S-0359369084110747,in,4,24,5,6,4,5,6,4,7,5,5,5,5,5,5,5,4,6,6,7,5,6,6,5,5,400
S-4573025028,S-0359369085158968,in,14,139,28,25,29,19,17,19,19,23,18,16,15,14,15,13,13,15,13,17,17,20,22,23,18,250
S-4521010100,S-0359369084100953,in,2,39,4,5,5,5,4,5,5,5,5,5,5,4,5,5,4,4,5,5,4,5,4,5,6,340
S-4793025022,S-0359369085721484,in,2,72,11,6,4,4,2,2,2,4,4,4,2,2,2,2,4,2,2,4,2,2,4,2,4,280
S-4372025021,S-0359369085121446,in,2,19,3,3,3,3,3,5,3,3,3,3,3,5,5,5,3,3,5,3,3,5,5,5,5,250
S-4885025022,S-0359369085169577,in,18,123,25,25,26,26,23,23,19,22,19,19,22,21,25,23,27,36,29,36,31,32,34,27,22,410
S-4521010100,S-0359369084096219,in,15,124,21,23,18,21,26,27,31,29,27,23,26,32,23,22,23,31,47,22,22,23,23,42,76,2830
S-4677025029,S-0359369081312577,in,0,19,0,0,0,17,0,0,0,3,17,17,3,3,3,3,3,3,0,6,6,3,3,3,3,430
S-4793025022,S-0359369085860324,in,4,12,5,5,7,5,5,6,5,5,5,5,5,5,5,5,6,5,6,5,5,7,6,6,6,260
S-4784025026,S-0359369085137715,in,2,32,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,250
S-4793025022,S-0359369085872121,in,15,96,36,29,23,21,19,15,13,17,13,15,17,17,19,19,15,13,17,13,15,31,27,27,15,260
S-4885025022,S-0359369085222269,in,3,55,3,6,8,5,5,5,5,5,5,5,5,6,5,5,3,5,9,6,5,6,5,5,5,350
S-4677025033,S-0359369083956660,in,5,22,5,5,4,5,5,5,7,7,8,5,5,5,7,7,5,5,5,5,5,7,7,5,5,360
S-4793025022,S-0359369084007059,in,0,38,3,3,18,3,3,3,3,6,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,260
S-4180025322,S-0359369083973772,in,14,101,6,8,10,9,11,10,10,6,6,6,5,20,5,6,7,6,18,132,61,10,8,19,13,4430
S-4677025028,S-0359369084278916,in,3,147,17,14,14,6,7,7,6,6,6,7,4,6,6,6,7,9,21,13,9,6,6,7,7,360
S-4729010102,S-0359369084097779,in,3,11,4,4,4,4,4,5,4,4,5,4,4,4,5,4,4,4,5,5,4,4,4,4,4,390
S-4784025026,S-0359369085186035,in,11,200,34,27,20,13,9,5,5,4,4,4,4,4,2,2,4,2,2,2,2,2,2,4,4,280
S-4677025028,S-0359369084289301,in,11,168,46,30,15,30,11,11,8,8,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,280
S-4677025028,S-0359369084283734,in,5,74,10,5,5,5,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,270
S-4885025022,S-0359369085101257,in,7,36,9,9,14,7,11,11,7,14,11,9,14,11,14,9,7,9,14,30,55,89,66,34,14,260
S-4721011100,S-0359369084118500,in,4,7,6,5,5,6,5,5,4,5,4,5,5,5,4,4,5,5,5,5,5,6,6,5,5,430
S-4677025028,S-0359369084277629,in,23,14,5,5,5,4,4,4,5,4,4,5,4,5,4,4,5,4,5,4,5,5,5,5,5,240
S-4886025023,S-0359369085151658,in,4,26,0,4,4,0,4,11,19,0,7,7,4,4,0,0,0,0,0,0,0,4,4,0,4,240
S-4677025033,S-0359369083953808,in,18,92,28,23,23,21,21,23,30,25,26,25,26,37,37,25,25,30,40,77,83,100,111,56,23,290
S-4677025028,S-0359369084281407,in,4,52,6,6,5,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,7,6,6,6,6,270
S-4677025033,S-0359369083954392,in,7,587,18,35,14,5,7,7,7,5,5,2,5,9,5,5,2,2,2,5,2,2,2,5,5,310
S-4573025028,S-0359369085159107,in,19,34,26,25,25,19,23,28,23,28,19,23,41,30,25,26,23,19,28,56,101,180,270,32,23,250
S-4677025028,S-0359369083969317,in,11,396,16,34,19,8,9,8,6,11,6,8,6,9,6,6,11,9,23,12,12,9,8,8,6,310
S-4372025021,S-0359369085132252,in,3,29,6,9,8,6,7,6,7,7,6,7,11,10,8,4,4,6,4,6,6,17,26,16,6,270
S-4376025033,S-0035514005600395,in,3,6,3,3,3,22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,470
S-4721011100,S-0359369084144076,in,4,50,6,6,5,5,6,5,5,6,6,5,6,5,6,6,5,5,6,5,6,6,6,6,6,330
S-4729010102,S-0359369084088638,in,6,90,12,12,19,6,9,12,19,12,9,9,19,6,9,6,9,3,9,6,6,6,6,6,9,350
S-4372025021,S-0359369085177059,in,3,30,6,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,6,6,6,6,5,260
S-4885025022,S-0359369085195622,in,12,79,23,19,21,17,10,12,14,17,12,12,10,10,10,8,10,10,10,10,10,10,10,10,12,410
S-4677025033,S-0359369081372886,in,6,31,12,12,12,14,10,8,10,14,12,10,12,12,8,8,12,14,37,23,16,31,31,14,16,390
S-4677025028,S-0359369084277041,in,11,42,21,27,44,30,17,14,14,15,12,11,12,9,8,8,11,11,8,9,11,14,14,8,11,480
S-4372025021,S-0359369085154678,in,16,35,34,40,43,34,23,25,23,33,22,20,23,26,25,40,31,36,47,40,34,116,143,68,36,4730
S-4521010100,S-0359369084102777,in,4,29,5,4,7,6,5,5,6,5,5,5,4,6,5,5,4,4,6,6,5,5,5,6,5,140
S-4784025026,S-0359369085086177,in,5,12,6,6,5,6,5,5,5,5,11,8,5,5,6,5,5,6,5,6,5,5,5,5,5,440
S-4793025022,S-0359369085861215,in,28,43,36,29,31,32,30,26,29,31,28,31,50,63,29,32,23,28,24,28,28,53,58,48,45,2570
S-5011010101,S-0359369084273842,in,14,14,14,14,18,18,19,26,25,23,16,12,16,16,23,23,19,25,100,167,212,63,51,49,19,4390
S-4372025021,S-0359369085154678,in,18,30,41,42,44,30,21,24,27,27,21,21,26,22,21,28,34,29,50,29,38,109,166,69,38,4750
S-4793025022,S-0359369084007828,in,0,38,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,260
S-4682025024,S-0359369085729164,in,3,19,5,5,4,4,4,4,4,7,5,4,4,4,4,4,4,4,5,4,5,4,4,4,4,270
S-4372025021,S-0359369085168850,in,9,37,15,20,17,17,7,9,7,7,17,15,4,2,4,2,2,4,2,4,4,4,4,4,4,430
S-4677025028,S-0359369084283239,in,22,32,35,35,32,24,25,26,25,25,41,35,34,144,20,27,37,29,32,119,75,51,57,56,38,4470
S-4793025022,S-0359369085872121,in,17,78,43,27,23,23,18,13,13,18,18,15,18,17,18,15,15,13,15,13,15,27,27,22,17,250
S-4677025028,S-0359369084284948,in,9,77,16,11,10,5,5,4,5,4,5,5,4,4,4,5,5,5,5,4,4,5,4,4,5,350
S-4380032023,S-0359369083292702,in,55,40,9,6,3,3,9,3,12,6,3,9,6,3,3,3,3,3,3,3,3,3,3,3,3,60
S-4677025033,S-0359369083954624,in,5,87,5,5,10,5,5,7,7,2,2,2,2,5,2,2,2,2,2,2,2,5,2,2,5,340
S-4784025026,S-0359369085139752,in,8,56,27,24,13,13,8,8,8,11,5,5,5,5,3,3,3,3,3,5,11,13,11,3,5,260
S-4885025022,S-0359369085222269,in,6,69,6,9,17,6,6,9,6,11,6,3,6,6,6,6,6,6,14,6,6,6,6,3,9,360
S-4573025028,S-0359369085148977,in,5,86,10,10,14,10,7,12,12,19,14,12,10,24,10,7,14,17,57,31,29,19,17,12,22,340
S-4677025028,S-0359369084283734,in,5,42,6,5,5,5,5,5,5,4,4,4,5,6,5,5,6,5,5,6,5,5,6,5,6,260
S-4687025030,S-0359369085179659,in,3,115,6,7,7,3,4,4,4,3,4,4,4,4,4,3,3,4,4,6,4,6,4,4,4,270
S-4573025028,S-0359369085158968,in,15,155,34,30,32,19,15,17,15,16,12,12,12,11,9,8,7,7,9,8,9,13,12,9,9,270
S-4677025028,S-0359369083964946,in,3,136,6,7,9,4,4,4,4,4,4,4,4,6,3,4,4,4,4,4,4,6,4,4,4,330
S-4573025028,S-0359369085140347,in,3,28,10,6,5,5,5,4,4,5,4,5,5,5,4,4,4,5,4,5,4,4,5,4,4,260
