site,sid,leaktype,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
S-4413110100,S-0359369081312643,normal,4,14,6,6,6,6,6,5,6,7,6,5,6,6,7,4,6,5,6,6,5,6,6,6,6,370
S-2911010107,S-0359369084032750,normal,4,24,6,5,5,7,6,6,5,7,6,5,6,6,5,6,7,5,6,6,7,7,5,6,7,290
S-2911010107,S-0359369084048616,normal,5,73,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,320
S-4571025029,S-0359369084039763,normal,9,47,15,13,12,11,12,13,9,12,15,15,15,13,12,9,9,12,11,14,13,12,14,25,11,280
S-4571025029,S-0359369084049416,normal,6,14,8,8,6,7,8,7,7,7,7,8,11,8,7,7,7,6,6,6,6,8,8,7,10,260
S-4571025029,S-0359369084034798,normal,4,21,5,6,7,7,5,6,5,6,6,6,6,6,7,6,6,6,6,6,6,6,7,7,6,340
S-2911010107,S-0359369084039508,normal,4,11,6,5,5,5,5,6,5,6,5,5,6,6,6,5,5,5,5,5,5,5,6,6,6,390
S-4571025029,S-0359369084043617,normal,4,7,6,6,5,6,6,5,5,6,5,6,5,5,5,5,5,5,5,6,7,6,7,6,6,260
S-4521010100,S-0359369084102421,normal,4,10,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,410
S-4413110100,S-0359369081569762,normal,4,5,5,6,5,6,5,6,6,5,5,7,6,6,6,6,6,6,8,7,6,6,7,6,6,410
S-2911010107,S-0359369084034947,normal,4,16,6,5,5,5,5,5,5,5,5,5,6,6,7,5,5,5,6,7,6,6,6,4,6,260
S-2711010100,S-0359369084049317,normal,4,47,5,5,5,5,4,4,5,4,5,5,6,4,5,5,4,6,6,5,5,5,5,5,5,300
S-4571025029,S-0359369084038427,normal,4,25,6,6,6,5,5,4,5,5,6,6,6,7,5,9,6,5,7,11,25,40,34,10,6,270
S-4571025029,S-0359369084040910,normal,4,10,6,4,5,5,4,6,6,6,5,5,7,6,6,6,6,5,6,6,6,7,8,9,7,250
S-4571025029,S-0359369084037213,normal,5,136,6,5,6,6,5,5,6,4,5,5,5,6,5,6,5,5,6,6,6,6,6,6,6,310
S-2711010100,S-0359369084036199,normal,4,9,4,5,6,6,5,5,6,5,6,6,5,5,5,5,5,6,5,5,5,6,6,5,5,410
S-4571025029,S-0359369084037239,normal,4,117,7,12,11,5,7,7,5,5,6,6,5,4,5,7,6,5,6,5,5,5,7,8,8,320
S-4521010100,S-0359369084103338,normal,9,28,11,10,10,10,11,14,15,10,9,8,9,9,7,10,8,9,10,9,8,8,8,10,9,270
S-4571025029,S-0359369084037072,normal,3,12,5,6,5,5,6,6,5,5,5,6,6,5,6,5,5,5,5,6,5,6,6,5,6,260
S-2911010107,S-0359369084040845,normal,4,17,6,6,6,6,6,6,6,7,5,6,6,6,7,5,7,7,7,6,6,7,6,6,6,400
S-4521010100,S-0359369084118112,normal,4,10,6,6,6,5,5,5,5,5,6,6,4,6,6,4,5,5,6,6,6,6,5,6,5,360
S-4571025029,S-0359369084043823,normal,4,9,6,5,5,7,6,6,6,6,6,6,5,7,7,6,7,6,6,7,5,6,6,6,7,350
S-4571025029,S-0359369084038740,normal,3,14,5,4,4,4,5,4,4,7,4,5,4,5,4,5,5,5,7,5,7,7,4,7,5,270
S-4571025029,S-0359369084051818,normal,4,7,5,5,5,5,5,6,6,5,6,6,5,5,5,6,5,5,5,6,6,6,6,6,5,240
S-4413110100,S-0359369081307718,normal,5,27,6,5,6,5,5,5,6,5,5,5,3,6,5,5,6,5,7,10,14,7,8,7,6,360
S-4571025029,S-0359369084038724,normal,6,56,12,9,17,9,9,13,12,7,8,7,6,7,7,4,6,7,8,7,7,8,6,8,7,2550
S-4571025029,S-0359369084037072,normal,3,11,6,5,4,5,4,5,6,6,6,5,6,5,6,6,6,4,6,6,6,6,6,6,7,270
S-2911010107,S-0359369084047907,normal,4,16,12,8,7,5,5,5,6,6,5,5,5,5,5,6,4,6,6,5,6,6,5,5,5,350
S-4571025029,S-0359369084033253,normal,4,24,5,5,6,6,5,6,6,6,6,5,6,5,4,6,7,5,7,5,5,6,6,5,6,360
S-2711010100,S-0359369085221261,normal,4,4,7,6,6,7,7,8,8,6,7,6,7,6,6,5,5,6,6,5,6,5,6,6,6,420
S-4571025029,S-0359369084042163,normal,3,77,7,8,56,6,6,6,4,4,6,6,6,7,6,4,4,6,7,4,6,7,7,6,4,320
S-4571025029,S-0359369084043252,normal,4,13,5,6,5,5,5,5,5,5,5,5,5,5,6,4,5,5,5,5,7,5,5,6,5,270
S-2711010100,S-0359369084045950,normal,4,106,6,5,5,5,5,5,5,5,6,5,5,6,7,5,5,7,5,5,5,5,5,5,5,310
S-4571025029,S-0359369084044318,normal,4,25,6,6,5,7,5,6,7,5,6,5,6,6,6,6,5,5,6,6,7,5,6,7,6,290
S-4571025029,S-0359369084049663,normal,4,10,5,5,5,6,6,6,5,9,6,6,6,5,4,6,6,5,6,6,6,7,6,6,5,260
S-2911010107,S-0359369084047451,normal,7,15,7,6,9,7,6,6,7,9,9,10,13,9,9,8,7,7,9,8,8,8,10,23,13,250
S-2711010100,S-0359369084048111,normal,4,7,5,6,6,6,6,6,5,5,6,6,5,6,6,6,6,6,6,7,6,6,6,6,6,270
S-2911010107,S-0359369084039680,normal,5,7,8,8,8,7,7,7,8,7,8,11,16,14,27,30,11,8,7,20,29,108,69,25,10,4710
S-4521010100,S-0359369084100060,normal,4,28,5,4,6,7,6,4,5,6,5,6,5,4,5,4,7,4,6,7,7,5,5,5,6,400
S-2711010100,S-0359369084036413,normal,5,41,12,12,14,9,8,6,8,5,8,6,7,7,6,5,6,6,6,6,6,5,6,6,5,540
S-4571025029,S-0359369084044201,normal,4,39,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,6,5,5,5,6,5,5,350
S-4413110100,S-0359369084113717,normal,4,6,5,5,5,6,5,6,6,5,5,6,5,5,6,6,6,6,5,6,6,5,5,5,5,390
S-4571025029,S-0359369084042676,normal,5,8,5,6,5,6,6,6,5,5,6,6,5,5,6,6,5,5,7,5,5,5,7,5,6,260
S-4571025029,S-0359369084050216,normal,4,10,6,7,6,6,6,6,7,6,6,6,7,6,7,5,7,7,6,7,5,5,7,7,6,260
S-4521010100,S-0359369084095294,normal,5,6,5,5,4,5,6,5,5,6,6,5,5,7,7,6,6,8,7,6,7,8,7,6,6,400
S-4571025029,S-0359369084040548,normal,4,9,6,5,6,5,5,5,6,6,5,6,6,5,5,5,6,7,6,8,7,8,8,18,8,260
S-2711010100,S-0359369085125785,normal,4,112,8,8,9,5,7,6,7,5,6,5,6,5,6,5,6,5,4,5,5,6,6,4,5,300
S-4571025029,S-0359369084049663,normal,3,5,5,5,5,5,5,5,5,6,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,2770
S-2911010103,S-0359369081383008,normal,4,9,5,5,6,5,6,6,5,5,5,5,5,6,5,5,5,6,6,6,6,6,5,6,6,390
S-2711010100,S-0359369084036082,normal,4,24,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,6,5,6,7,5,6,4,5,260
S-2711010100,S-0359369084048046,normal,4,17,6,6,6,6,5,4,5,5,6,5,6,6,5,6,5,6,5,5,6,6,6,6,6,270
S-2711010100,S-0359369084040928,normal,5,32,7,8,8,6,5,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,7,6,6,280
S-4571025029,S-0359369084042387,normal,3,8,6,5,5,6,5,5,6,5,5,6,5,5,5,6,5,6,5,5,5,5,6,6,5,250
S-4571025029,S-0359369084035613,normal,5,10,6,5,5,6,5,5,5,5,5,6,6,6,5,6,5,5,5,5,5,7,6,6,6,260
S-4571025029,S-0359369084049846,normal,4,7,5,6,5,6,6,7,6,6,5,6,6,6,6,6,5,5,6,6,6,6,6,6,7,280
S-4571025029,S-0359369084044581,normal,3,8,5,7,7,6,6,6,6,6,6,6,7,6,5,6,6,6,6,6,7,6,6,7,7,240
S-4571025029,S-0359369084036629,normal,4,13,7,6,5,6,6,6,6,6,5,5,8,6,7,7,5,5,6,6,8,7,7,8,7,260
S-4571025029,S-0359369084036629,normal,5,26,14,11,9,8,7,8,8,9,6,7,7,8,8,8,8,8,8,8,11,12,9,10,9,260
S-4571025029,S-0359369084051941,normal,2,15,4,5,5,5,6,5,4,6,5,5,6,5,4,6,5,5,5,5,5,5,5,5,5,260
S-2711010100,S-0359369084041843,normal,4,10,5,7,6,6,5,5,7,7,6,6,7,6,5,4,6,6,6,6,6,6,6,7,7,400
S-2711010100,S-0359369085095012,normal,4,4,5,5,7,6,5,6,6,5,5,6,5,5,5,6,6,5,6,6,5,6,5,6,5,420
S-2911010107,S-0359369084040415,normal,4,17,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,6,5,5,7,6,6,270
S-2911010107,S-0359369084051008,normal,4,18,6,5,4,6,5,5,5,5,6,5,5,5,5,6,5,6,5,5,4,5,6,6,5,260
S-4571025029,S-0359369084036991,normal,4,142,6,7,6,6,5,6,6,5,6,7,6,5,6,5,6,6,5,5,5,6,6,6,5,310
S-2711010100,S-0359369085095012,normal,5,5,6,7,8,7,6,7,6,7,6,6,6,5,6,6,5,5,5,6,6,7,7,6,7,450
S-4571025029,S-0359369084012794,normal,4,78,8,7,20,5,6,6,5,5,5,5,5,6,5,5,6,4,5,5,5,5,6,5,5,320
S-4571025029,S-0359369084012794,normal,4,117,8,8,18,6,7,6,5,6,5,5,5,5,5,5,5,4,5,5,5,5,6,5,5,330
S-4571025029,S-0359369084038351,normal,3,16,6,5,6,6,6,6,5,7,5,6,6,5,6,5,5,5,6,6,7,9,9,10,8,260
S-4571025029,S-0359369084035621,normal,4,10,6,6,6,5,6,6,6,5,5,6,6,5,5,7,5,6,5,6,5,6,5,7,6,240
S-2911010107,S-0359369084034566,normal,4,11,5,6,6,5,6,6,6,5,6,6,5,6,7,7,6,4,6,5,6,6,6,6,5,270
S-2711010100,S-0359369084048632,normal,4,23,4,4,5,5,5,5,4,4,5,4,4,4,4,4,4,5,5,5,5,5,4,5,5,260
S-2911010107,S-0359369084039755,normal,3,10,5,5,6,5,6,5,5,6,6,5,5,5,5,5,5,5,5,5,7,6,5,5,7,260
S-4571025029,S-0359369084042148,normal,5,20,6,5,5,5,5,5,5,6,6,7,5,7,7,6,4,5,7,5,7,7,7,7,5,280
S-4571025029,S-0359369084042148,normal,3,12,6,5,5,6,6,6,5,6,6,6,6,6,7,6,5,6,5,6,6,7,5,6,7,270
S-4571025029,S-0359369084049309,normal,4,65,31,10,8,8,7,5,5,6,5,5,6,6,5,6,5,5,5,5,7,7,6,8,5,290
S-4571025029,S-0359369084050448,normal,15,41,13,10,8,15,10,9,10,10,9,8,9,10,8,10,8,8,11,8,10,12,11,21,11,280
S-2911010107,S-0359369084048467,normal,4,25,5,5,6,5,5,5,6,5,5,5,6,5,6,5,6,6,6,6,6,5,7,6,7,280
S-4571025029,S-0359369084050448,normal,6,25,7,7,6,6,6,7,6,6,7,6,6,6,6,7,6,7,7,7,7,7,7,7,6,270
S-4571025029,S-0359369084049507,normal,4,24,6,5,6,5,5,5,5,5,5,5,5,6,6,6,6,5,5,4,5,6,7,5,6,260
S-4571025029,S-0359369084042163,normal,4,57,7,6,7,7,7,5,5,6,6,5,6,5,6,7,6,5,7,6,6,6,6,6,6,320
S-4571025029,S-0359369084035993,normal,7,31,11,9,9,9,11,12,10,18,11,11,14,14,10,9,9,11,11,17,31,22,15,20,12,270
S-4571025029,S-0359369084040548,normal,4,8,5,5,6,6,7,6,6,6,5,6,5,6,6,7,5,5,6,6,7,7,6,5,6,260
S-2911010107,S-0359369084047519,normal,4,9,5,6,7,6,6,6,6,6,5,7,6,6,5,6,6,6,6,7,6,6,6,6,8,260
S-2911010107,S-0359369084048616,normal,3,133,5,7,6,6,6,6,7,5,6,5,6,5,7,6,7,6,5,7,7,6,7,6,5,320
S-4571025029,S-0359369084036975,normal,5,13,5,7,5,6,6,6,5,6,5,6,6,6,6,6,6,7,7,7,7,6,6,7,6,370
S-4521010100,S-0359369084101266,normal,4,9,5,6,6,6,6,6,6,6,6,5,6,5,6,6,5,5,6,6,7,5,7,6,6,370
S-4413110100,S-0359369084099825,normal,4,127,5,7,6,5,5,6,5,5,5,6,5,6,6,6,5,5,5,6,5,5,5,5,6,300
S-4413110100,S-0359369084098736,normal,4,14,6,6,5,5,5,6,6,5,6,6,5,6,6,5,6,5,6,6,5,5,5,6,6,450
S-4571025029,S-0359369084042098,normal,4,9,6,6,5,6,6,6,6,6,6,6,5,6,5,5,6,5,6,7,7,7,7,7,7,260
S-2711010100,S-0359369085118087,normal,7,15,9,9,8,8,8,8,7,7,7,7,7,7,9,10,9,8,9,8,8,8,9,10,10,400
S-2711010100,S-0359369084043732,normal,3,20,5,5,6,5,6,6,6,7,5,5,6,6,6,5,5,5,7,6,5,6,6,6,6,290
S-4571025029,S-0359369084050216,normal,4,11,5,7,5,7,7,7,7,7,7,7,11,7,7,7,7,7,7,7,6,8,11,17,8,260
S-4571025029,S-0359369084050562,normal,3,76,6,6,5,5,5,5,6,5,4,6,6,6,5,5,5,6,5,6,4,6,6,4,6,320
S-4571025029,S-0359369084037551,normal,4,154,8,18,14,6,9,5,7,6,7,7,6,6,5,5,5,6,7,6,5,6,6,7,5,310
S-2711010100,S-0359369085133862,normal,4,11,5,4,6,5,5,6,5,4,4,5,5,4,5,6,6,5,6,5,4,5,5,5,6,240
S-4571025029,S-0359369084051925,normal,5,6,5,5,5,5,5,6,5,4,6,5,6,6,6,5,5,5,5,6,6,6,5,5,6,240
S-4571025029,S-0359369084041926,normal,3,16,5,6,6,5,6,6,6,6,6,7,6,6,7,6,7,6,6,6,7,7,6,6,6,370
S-4521010100,S-0359369084100011,normal,5,29,5,5,6,6,6,5,5,5,6,5,6,4,6,6,6,5,6,7,5,6,6,6,5,180
S-4521010100,S-0359369084093414,normal,4,5,6,6,6,6,5,7,6,6,6,7,6,7,5,6,6,6,6,6,6,7,7,6,6,180
S-2911010107,S-0359369084050422,normal,4,30,7,6,7,6,6,6,6,7,6,5,5,5,7,5,7,6,6,6,5,7,7,6,7,280
S-2711010100,S-0359369085133706,normal,3,28,6,5,4,5,3,3,4,7,3,3,5,4,3,3,4,4,4,4,4,5,5,4,4,260
S-4571025029,S-0359369084041470,normal,4,7,6,6,5,6,4,5,5,6,6,6,5,6,6,4,6,5,6,6,5,6,6,4,6,250
S-4571025029,S-0359369084043427,normal,5,10,5,5,5,5,5,6,5,5,6,6,5,5,6,6,5,5,6,5,7,6,5,6,6,260
S-4521010100,S-0359369084118112,normal,4,11,5,6,4,6,5,4,5,10,6,5,6,5,6,6,5,6,5,6,5,6,5,5,6,370
S-4571025029,S-0359369084041827,normal,4,15,6,5,6,6,6,6,6,6,6,5,6,5,7,6,6,5,6,6,7,6,6,5,6,260
S-2711010100,S-0359369085090005,normal,2,10,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,430
S-2711010100,S-0359369084040746,normal,3,53,6,6,6,4,5,6,5,6,6,6,5,5,4,6,6,5,4,6,6,5,4,6,6,360
S-2711010100,S-0359369085220446,normal,3,10,5,6,5,5,5,4,5,6,5,5,5,5,5,5,5,5,5,6,6,5,5,4,6,390
S-4571025029,S-0359369084050315,normal,4,66,6,9,24,6,6,9,7,5,5,6,5,6,6,6,6,6,4,6,6,5,7,5,5,320
S-2911010107,S-0359369084032073,normal,5,11,5,6,6,6,6,5,6,8,6,6,5,6,5,7,6,6,7,6,7,7,6,6,6,260
S-4571025029,S-0359369084038740,normal,5,19,6,6,5,6,5,5,6,6,6,5,6,6,5,6,6,5,6,6,8,8,9,6,6,260
S-2711010100,S-0359369084033576,normal,3,11,8,7,6,6,6,7,6,7,7,6,6,6,8,6,6,6,6,6,7,7,7,6,6,260
S-2711010100,S-0359369084041983,normal,3,38,9,6,5,7,5,6,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,280
S-4571025029,S-0359369084048384,normal,5,118,6,6,6,6,5,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6,5,6,6,310
S-4571025029,S-0359369084037965,normal,34,17,7,8,7,8,7,6,7,6,5,4,5,5,4,5,4,6,5,6,4,5,5,4,4,40
S-4571025029,S-0359369084050612,normal,5,7,5,6,5,6,5,5,6,6,4,6,6,6,6,6,6,5,6,6,5,6,6,6,6,250
S-4571025029,S-0359369084043724,normal,4,7,6,6,5,5,5,6,5,6,6,6,5,5,6,5,6,6,5,6,5,6,6,6,6,250
S-4571025029,S-0359369084050612,normal,4,8,6,5,6,6,6,5,6,5,5,6,6,5,5,6,6,5,6,6,5,7,8,9,5,250
S-2711010100,S-0359369084033154,normal,4,9,6,6,6,6,6,6,5,6,4,5,6,5,5,6,6,6,6,7,6,6,6,5,6,360
S-4521010100,S-0359369084102116,normal,5,55,6,6,5,5,5,5,5,6,6,6,5,6,5,5,5,5,6,6,6,6,6,6,5,440
S-2911010107,S-0359369084050018,normal,4,13,7,6,7,6,6,6,6,6,6,6,6,6,6,5,4,5,6,6,6,5,6,6,6,350
S-4571025029,S-0359369084035399,normal,4,88,5,5,6,6,6,7,6,6,7,6,6,6,6,6,6,7,8,6,6,6,6,6,6,310
S-4521010100,S-0359369084093323,normal,4,102,4,6,4,7,5,4,5,5,6,4,4,5,4,6,5,4,6,6,6,6,5,5,5,320
S-4521010100,S-0359369084095252,normal,4,17,8,6,6,7,6,6,6,6,6,6,6,6,6,5,6,5,6,5,6,5,5,5,6,480
S-2711010100,S-0359369084045497,normal,4,9,5,5,6,6,6,7,7,5,5,5,6,6,7,7,6,7,5,5,6,6,6,5,5,400
S-4571025029,S-0359369084042734,normal,3,93,5,5,5,4,4,4,5,5,3,4,5,4,5,5,4,5,4,4,5,4,5,5,5,320
S-4571025029,S-0359369084040514,normal,5,7,6,6,6,6,7,5,6,6,6,6,6,6,7,6,6,5,6,5,6,6,6,7,6,250
S-2911010103,S-0359369081383008,normal,4,8,5,5,5,6,6,5,5,6,6,6,6,5,5,6,5,6,7,6,6,6,5,6,6,390
S-2711010100,S-0359369084050034,normal,3,29,5,5,5,5,6,5,6,6,5,5,6,6,6,7,5,6,5,5,7,5,7,6,5,290
S-4571025029,S-0359369084051917,normal,5,36,11,8,7,8,8,6,6,6,8,7,7,9,7,7,6,6,6,13,15,12,13,8,7,270
S-4571025029,S-0359369084043070,normal,6,25,9,9,6,7,9,5,6,7,5,5,5,5,4,5,5,5,4,4,5,5,4,4,5,390
S-2911010107,S-0359369084040845,normal,4,20,6,6,6,7,7,5,6,6,6,6,6,7,6,7,7,7,6,7,5,6,6,6,7,400
S-4521010100,S-0359369084101977,normal,4,7,7,9,12,7,5,6,6,6,4,6,6,6,6,6,6,5,6,6,5,5,6,6,6,220
S-4571025029,S-0359369084048327,normal,5,29,7,6,6,6,5,7,6,6,7,7,8,12,4,6,5,6,6,8,7,6,6,6,8,3080
S-4571025029,S-0359369084052121,normal,4,25,5,5,4,5,5,4,4,4,4,4,7,5,5,5,5,5,4,5,7,5,7,5,5,270
S-4521010100,S-0359369084102108,normal,6,43,6,7,10,6,6,6,6,6,6,6,7,8,6,5,5,4,6,7,9,6,6,7,6,320
S-4571025029,S-0359369084051990,normal,4,7,5,7,6,5,6,4,5,7,6,6,6,5,6,6,6,5,7,6,7,6,5,5,7,250
S-2911010107,S-0359369084040696,normal,15,48,14,16,16,14,14,16,19,15,15,18,16,20,14,14,22,38,64,30,25,21,18,17,18,240
S-4571025029,S-0359369084041421,normal,4,11,5,6,5,5,6,5,6,6,6,6,5,5,7,6,6,6,6,6,6,7,6,6,7,270
S-4571025029,S-0359369084043740,normal,4,10,5,5,6,5,5,6,5,6,5,5,5,6,5,7,6,5,5,5,6,5,6,6,6,270
S-4571025029,S-0359369084042437,normal,4,10,6,6,6,6,5,6,5,6,6,7,6,7,6,7,5,5,5,6,6,6,5,7,7,250
S-4571025029,S-0359369084041488,normal,5,25,7,7,7,7,5,5,7,7,7,6,6,8,6,6,6,7,8,7,6,8,7,5,7,270
S-4571025029,S-0359369084043070,normal,8,10,11,6,11,6,13,7,8,8,10,8,8,8,7,10,8,10,8,9,8,8,8,10,7,390
S-2711010100,S-0359369085125835,normal,4,13,6,5,6,6,6,5,4,6,5,7,6,6,6,6,6,6,6,6,6,7,6,6,6,270
S-2711010100,S-0359369084046891,normal,3,12,6,5,5,6,5,5,3,3,5,5,3,3,5,3,5,5,3,3,5,5,5,5,5,410
S-4571025029,S-0359369084041280,normal,4,7,6,4,4,4,5,5,5,5,6,5,6,5,6,6,5,6,5,6,5,6,5,6,5,270
S-2911010107,S-0359369084042411,normal,5,13,6,7,6,6,7,7,5,6,6,7,7,6,5,6,6,6,6,6,5,5,6,6,6,270
S-4571025029,S-0359369084035977,normal,2,34,7,5,4,4,4,4,5,5,4,4,4,4,4,4,2,4,2,2,4,4,2,4,2,240
S-4571025029,S-0359369084040076,normal,8,27,9,8,7,8,10,8,8,11,11,9,14,12,8,10,8,7,8,12,10,11,14,24,16,250
S-4521010100,S-0359369084102843,normal,5,6,6,5,5,5,5,5,5,6,5,6,5,5,6,6,5,5,5,6,6,5,6,5,5,420
S-4571025029,S-0359369084043245,normal,5,9,7,7,5,5,5,6,5,6,7,7,7,6,5,6,7,5,7,6,6,6,6,7,5,260
S-4571025029,S-0359369084037692,normal,4,6,4,6,4,5,6,5,5,4,5,5,6,5,4,5,5,5,5,5,6,5,5,5,4,270
S-4571025029,S-0359369084037064,normal,2,7,4,6,5,6,5,5,5,5,4,6,5,6,6,6,6,6,5,5,6,6,6,6,6,270
S-4413110100,S-0359369084099080,normal,4,16,6,6,7,6,5,5,5,7,6,6,5,7,5,5,6,6,5,6,5,4,7,6,6,330
S-4571025029,S-0359369084035613,normal,4,9,6,5,6,6,6,6,6,6,7,6,6,7,5,5,6,5,6,6,6,6,7,6,6,240
S-4413110100,S-0359369081312643,normal,4,14,5,5,5,7,5,7,6,5,6,6,5,5,5,6,5,5,6,6,6,6,6,7,7,370
S-2711010100,S-0359369084041595,normal,4,54,10,6,7,6,5,6,6,6,5,5,5,5,6,5,5,5,6,6,6,6,6,4,6,280
S-2911010107,S-0359369084040282,normal,4,14,4,4,6,5,4,6,5,6,6,5,4,5,6,4,6,6,6,5,6,5,7,7,6,410
S-4571025029,S-0359369084041447,normal,4,14,7,7,6,7,6,5,6,6,5,6,6,5,6,7,6,5,7,5,6,6,6,7,5,290
S-2711010100,S-0359369084043732,normal,5,46,5,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,5,5,6,7,7,290
S-4571025029,S-0359369084035548,normal,3,18,7,5,5,6,6,4,6,4,5,7,5,5,5,7,5,5,6,6,6,6,5,6,5,270
S-2711010100,S-0359369084048707,normal,4,5,5,6,7,5,6,5,6,6,5,5,6,6,6,5,6,5,6,5,5,6,6,8,5,410
S-4571025029,S-0359369084049846,normal,4,14,5,5,6,7,5,5,5,5,6,5,6,5,5,7,5,5,6,5,5,5,6,6,6,280
S-4413110100,S-0359369084098736,normal,5,11,6,11,3,5,3,3,3,3,3,3,3,5,3,3,3,5,5,5,3,3,3,3,5,240
S-4521010100,S-0359369084102462,normal,4,9,5,4,5,5,4,4,4,5,5,5,5,5,6,4,6,6,5,6,5,5,5,5,5,240
S-4571025029,S-0359369084033253,normal,5,19,6,5,6,6,6,5,6,6,5,5,6,5,6,6,5,5,7,5,7,5,7,6,6,380
S-4521010100,S-0359369084093125,normal,5,26,5,5,6,6,5,5,6,5,5,6,5,6,5,5,6,7,6,5,6,5,6,6,6,430
S-4571025029,S-0359369084041868,normal,3,16,4,4,4,4,4,6,4,5,4,4,4,5,4,6,5,5,6,4,5,4,4,5,5,280
S-4571025029,S-0359369084041207,normal,9,26,10,10,10,9,10,11,12,9,10,14,13,16,10,11,10,9,12,9,14,14,14,15,11,3010
S-2711010100,S-0359369084048673,normal,4,8,7,12,9,6,6,5,7,5,5,5,5,5,5,5,5,5,6,5,5,6,4,6,6,260
S-4571025029,S-0359369084039573,normal,4,13,6,5,5,5,6,5,6,6,5,4,6,6,7,5,5,5,6,5,5,5,6,6,6,270
S-4571025029,S-0359369084033253,normal,4,9,6,5,6,5,5,6,6,5,6,6,6,5,6,5,6,6,5,6,4,6,6,6,6,380
S-4521010100,S-0359369084093406,normal,4,11,5,6,5,6,5,7,6,5,5,7,6,5,6,7,6,5,5,7,6,5,6,5,6,410
S-4571025029,S-0359369084049655,normal,8,44,16,11,11,10,8,11,7,11,15,20,20,35,11,12,9,11,11,14,14,23,20,15,14,280
S-4571025029,S-0359369084037239,normal,5,135,6,14,14,5,7,5,5,5,5,6,5,4,6,5,6,6,6,5,5,7,6,7,7,320
S-2711010100,S-0359369084031935,normal,5,11,7,7,8,9,9,8,6,7,6,5,5,6,6,5,5,5,5,5,4,6,5,5,5,410
S-4571025029,S-0359369084036108,normal,3,12,6,6,5,6,6,6,6,6,6,6,4,6,6,6,5,7,7,5,4,6,5,4,6,270
S-4521010100,S-0359369084096128,normal,4,7,5,5,5,5,5,5,5,6,5,5,6,5,6,6,5,5,5,6,5,6,6,6,6,400
S-4571025029,S-0359369084050315,normal,5,46,7,6,8,5,6,6,6,5,6,5,6,6,5,6,5,6,5,6,6,5,5,6,6,320
S-2711010100,S-0359369084049689,normal,4,23,6,5,5,6,7,6,6,7,6,5,6,5,6,6,5,5,6,7,7,5,6,5,6,4000
S-2711010100,S-0359369084051743,normal,5,11,5,6,5,6,6,6,5,6,11,9,5,5,6,5,7,7,5,7,6,6,6,5,5,440
S-2911010107,S-0359369084047865,normal,3,45,8,5,6,8,4,5,6,6,5,5,6,6,5,6,5,5,5,5,5,6,6,6,6,280
S-2711010100,S-0359369085126320,normal,4,106,9,8,10,6,6,6,5,6,6,6,5,6,5,6,5,5,5,7,6,6,5,6,6,300
S-4571025029,S-0359369084041868,normal,4,9,5,6,5,6,6,7,6,5,6,6,5,5,6,6,5,5,5,6,7,6,6,5,5,280
S-2911010103,S-0359369081383008,normal,4,10,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,6,5,6,6,5,6,5,380
S-4413110100,S-0359369084099239,normal,4,21,5,5,5,5,5,5,5,4,5,6,5,4,6,5,6,5,5,6,5,6,6,6,6,420
S-2711010100,S-0359369084032164,normal,4,34,6,5,5,5,5,6,6,5,6,5,5,5,6,6,7,4,6,6,6,7,5,6,5,290
S-2911010107,S-0359369084045778,normal,3,160,5,4,6,5,5,5,4,5,5,6,5,6,6,6,5,5,4,6,6,5,6,6,6,310
S-4571025029,S-0359369084041058,normal,4,10,5,5,6,6,5,7,5,5,6,5,6,6,6,5,5,6,5,6,7,5,6,6,6,270
S-2911010107,S-0359369084049291,normal,4,11,6,6,6,5,5,6,5,6,5,6,6,6,6,7,7,6,6,6,5,6,7,7,7,260
S-2711010100,S-0359369085090369,normal,5,38,6,5,5,7,6,6,6,5,5,7,6,6,4,6,6,6,6,6,7,6,5,6,7,290
S-4571025029,S-0359369084049416,normal,5,12,6,6,5,6,5,6,6,6,6,7,9,8,5,6,6,5,6,6,6,7,5,6,7,260
S-4571025029,S-0359369084040217,normal,5,15,8,7,7,9,7,9,8,8,8,9,25,9,7,7,7,7,8,8,8,12,11,15,9,250
S-4571025029,S-0359369084039649,normal,3,37,6,6,28,5,6,6,5,4,5,5,5,4,5,5,5,5,5,5,5,5,6,5,5,320
S-4571025029,S-0359369084040068,normal,4,14,5,7,6,6,4,6,6,6,5,5,8,6,7,5,5,5,6,5,6,6,5,6,5,350
